Datetime,open,high,low,close,volume
2019-07-22 08:30:00,1133.52001953125,1133.52001953125,1133.52001953125,1133.52001953125,27409.0
2019-07-22 08:31:00,1133.029052734375,1135.083251953125,1133.010009765625,1135.083251953125,3277.0
2019-07-22 08:32:00,1134.760009765625,1134.760009765625,1132.5899658203125,1133.0899658203125,5955.0
2019-07-22 08:33:00,1133.100830078125,1133.699951171875,1131.8599853515625,1131.8599853515625,5140.0
2019-07-22 08:34:00,1131.932373046875,1132.550048828125,1131.0799560546875,1131.1400146484375,5073.0
2019-07-22 08:35:00,1131.489990234375,1132.0,1131.219970703125,1131.6500244140625,9950.0
2019-07-22 08:36:00,1131.719970703125,1131.75,1129.6500244140625,1131.3199462890625,7676.0
2019-07-22 08:37:00,1131.4649658203125,1131.50244140625,1130.8800048828125,1131.0601806640625,3761.0
2019-07-22 08:38:00,1131.0799560546875,1131.719970703125,1130.5,1130.7354736328125,8872.0
2019-07-22 08:39:00,1130.72998046875,1131.75,1130.72998046875,1131.0699462890625,5393.0
2019-07-22 08:40:00,1131.0899658203125,1132.0,1131.0645751953125,1131.760009765625,5938.0
2019-07-22 08:41:00,1131.77001953125,1132.75,1131.3599853515625,1132.3804931640625,7968.0
2019-07-22 08:42:00,1132.300048828125,1134.5,1132.25,1134.5,3208.0
2019-07-22 08:43:00,1134.6700439453125,1134.719970703125,1133.6099853515625,1133.6099853515625,5173.0
2019-07-22 08:44:00,1134.2249755859375,1134.4200439453125,1133.574951171875,1133.969970703125,4694.0
2019-07-22 08:45:00,1134.1500244140625,1134.8299560546875,1134.1500244140625,1134.5,3765.0
2019-07-22 08:46:00,1133.8900146484375,1134.699951171875,1133.6180419921875,1134.1199951171875,7442.0
2019-07-22 08:47:00,1134.1700439453125,1134.489990234375,1133.530029296875,1133.5733642578125,2446.0
2019-07-22 08:48:00,1133.77001953125,1133.8299560546875,1133.124755859375,1133.720703125,4002.0
2019-07-22 08:49:00,1133.7550048828125,1133.7550048828125,1133.2099609375,1133.6500244140625,2442.0
2019-07-22 08:50:00,1133.8499755859375,1134.635009765625,1133.8499755859375,1134.010009765625,7188.0
2019-07-22 08:51:00,1133.93505859375,1134.550048828125,1133.93505859375,1134.1700439453125,2648.0
2019-07-22 08:52:00,1134.25,1134.6099853515625,1133.989990234375,1134.5899658203125,7269.0
2019-07-22 08:53:00,1134.489990234375,1134.530029296875,1134.0699462890625,1134.1199951171875,6669.0
2019-07-22 08:54:00,1134.3399658203125,1135.0,1134.3399658203125,1134.6500244140625,7239.0
2019-07-22 08:55:00,1134.5999755859375,1135.1700439453125,1134.489990234375,1134.530029296875,11168.0
2019-07-22 08:56:00,1134.8399658203125,1135.638427734375,1134.739990234375,1135.638427734375,4915.0
2019-07-22 08:57:00,1135.64501953125,1135.64501953125,1134.25,1134.3499755859375,4459.0
2019-07-22 08:58:00,1134.4000244140625,1134.9100341796875,1134.4000244140625,1134.8599853515625,1175.0
2019-07-22 08:59:00,,,,,
2019-07-22 09:00:00,1135.6800537109375,1136.5150146484375,1135.6800537109375,1136.321044921875,3631.0
2019-07-22 09:01:00,,,,,
2019-07-22 09:02:00,,,,,
2019-07-22 09:03:00,,,,,
2019-07-22 09:04:00,,,,,
2019-07-22 09:05:00,1132.9599609375,1132.9599609375,1131.67822265625,1132.0799560546875,24565.0
2019-07-22 09:06:00,1131.8399658203125,1132.3199462890625,1130.0,1130.91845703125,12412.0
2019-07-22 09:07:00,1130.510009765625,1131.0,1130.3988037109375,1130.3988037109375,3118.0
2019-07-22 09:08:00,1130.6600341796875,1130.6700439453125,1130.300048828125,1130.3883056640625,1781.0
2019-07-22 09:09:00,1130.300048828125,1130.35498046875,1130.1700439453125,1130.1700439453125,1446.0
2019-07-22 09:10:00,,,,,
2019-07-22 09:11:00,1128.27001953125,1128.27001953125,1127.5,1127.6575927734375,12171.0
2019-07-22 09:12:00,1128.0,1128.2950439453125,1127.5,1127.5,3971.0
2019-07-22 09:13:00,1127.010009765625,1127.8399658203125,1126.7099609375,1127.4757080078125,2853.0
2019-07-22 09:14:00,1127.3599853515625,1127.3599853515625,1125.989990234375,1126.885986328125,6210.0
2019-07-22 09:15:00,1126.734619140625,1127.4100341796875,1126.31005859375,1126.6400146484375,5822.0
2019-07-22 09:16:00,1125.989990234375,1125.989990234375,1124.239990234375,1124.481201171875,6923.0
2019-07-22 09:17:00,1124.43994140625,1124.9200439453125,1124.43994140625,1124.8399658203125,3328.0
2019-07-22 09:18:00,1124.8699951171875,1124.9300537109375,1124.8699951171875,1124.9300537109375,1117.0
2019-07-22 09:19:00,1125.4849853515625,1126.0135498046875,1125.4849853515625,1125.9000244140625,3365.0
2019-07-22 09:20:00,1125.842041015625,1125.9300537109375,1125.842041015625,1125.9300537109375,1162.0
2019-07-22 09:21:00,1125.6400146484375,1125.9991455078125,1125.1300048828125,1125.9991455078125,3525.0
2019-07-22 09:22:00,1125.6199951171875,1125.75,1125.43994140625,1125.489990234375,2291.0
2019-07-22 09:23:00,1125.1400146484375,1125.5450439453125,1124.7900390625,1125.0400390625,2937.0
2019-07-22 09:24:00,1125.2169189453125,1125.4599609375,1124.5,1124.5,1440.0
2019-07-22 09:25:00,1124.516845703125,1125.321533203125,1124.5,1125.321533203125,4564.0
2019-07-22 09:26:00,1125.56005859375,1126.303955078125,1125.56005859375,1126.0989990234375,4410.0
2019-07-22 09:27:00,1126.260009765625,1126.9200439453125,1126.0899658203125,1126.9200439453125,1511.0
2019-07-22 09:28:00,1126.812744140625,1127.030029296875,1126.5899658203125,1126.82763671875,2916.0
2019-07-22 09:29:00,1127.06005859375,1127.06005859375,1126.780029296875,1127.0150146484375,2028.0
2019-07-22 09:30:00,1126.7183837890625,1126.9000244140625,1126.7183837890625,1126.7750244140625,1432.0
2019-07-22 09:31:00,1126.66015625,1126.66015625,1125.9139404296875,1126.010009765625,5590.0
2019-07-22 09:32:00,1126.1300048828125,1126.56005859375,1126.030029296875,1126.56005859375,11291.0
2019-07-22 09:33:00,1126.3900146484375,1126.4000244140625,1126.050048828125,1126.050048828125,3213.0
2019-07-22 09:34:00,1125.2149658203125,1125.6400146484375,1125.2149658203125,1125.6400146484375,1651.0
2019-07-22 09:35:00,1125.550048828125,1126.298095703125,1125.550048828125,1125.8499755859375,3838.0
2019-07-22 09:36:00,1126.08203125,1126.5799560546875,1125.8499755859375,1126.1300048828125,3819.0
2019-07-22 09:37:00,1126.8800048828125,1126.8800048828125,1126.7099609375,1126.7099609375,1470.0
2019-07-22 09:38:00,1126.72998046875,1127.43994140625,1126.72998046875,1127.4200439453125,3453.0
2019-07-22 09:39:00,1128.25,1128.31494140625,1128.1199951171875,1128.1199951171875,1683.0
2019-07-22 09:40:00,1128.18994140625,1128.18994140625,1128.02001953125,1128.0999755859375,1978.0
2019-07-22 09:41:00,1127.81005859375,1127.81005859375,1127.63671875,1127.7750244140625,1960.0
2019-07-22 09:42:00,1127.699951171875,1127.699951171875,1127.2962646484375,1127.2962646484375,1482.0
2019-07-22 09:43:00,1127.2900390625,1127.2900390625,1126.4300537109375,1126.94970703125,2939.0
2019-07-22 09:44:00,1127.02001953125,1127.43994140625,1126.7022705078125,1126.780029296875,4327.0
2019-07-22 09:45:00,1126.7099609375,1127.050048828125,1126.469970703125,1127.0400390625,2221.0
2019-07-22 09:46:00,1127.8599853515625,1128.949951171875,1127.8599853515625,1128.7850341796875,1969.0
2019-07-22 09:47:00,1128.56005859375,1129.06005859375,1128.43603515625,1129.06005859375,2198.0
2019-07-22 09:48:00,1128.7628173828125,1128.800048828125,1128.3199462890625,1128.800048828125,2011.0
2019-07-22 09:49:00,1128.760009765625,1129.02001953125,1128.760009765625,1128.8499755859375,2889.0
2019-07-22 09:50:00,1128.4300537109375,1128.93994140625,1128.31005859375,1128.93994140625,1642.0
2019-07-22 09:51:00,1129.530029296875,1129.530029296875,1129.5150146484375,1129.5150146484375,677.0
2019-07-22 09:52:00,1129.1600341796875,1129.1600341796875,1128.52001953125,1128.52001953125,2003.0
2019-07-22 09:53:00,1128.0849609375,1128.0849609375,1128.0849609375,1128.0849609375,3186.0
2019-07-22 09:54:00,,,,,
2019-07-22 09:55:00,1128.52001953125,1128.7283935546875,1128.5,1128.52001953125,1760.0
2019-07-22 09:56:00,1128.56005859375,1128.9000244140625,1128.56005859375,1128.8299560546875,2124.0
2019-07-22 09:57:00,1128.550048828125,1129.1170654296875,1128.550048828125,1128.8116455078125,3322.0
2019-07-22 09:58:00,1128.6099853515625,1128.869140625,1128.45361328125,1128.869140625,4001.0
2019-07-22 09:59:00,1128.4000244140625,1128.5489501953125,1128.3199462890625,1128.5489501953125,1581.0
2019-07-22 10:00:00,1128.56005859375,1128.8299560546875,1128.27001953125,1128.699951171875,4121.0
2019-07-22 10:01:00,1128.8399658203125,1129.341552734375,1128.5511474609375,1128.5511474609375,3629.0
2019-07-22 10:02:00,1128.3399658203125,1128.7449951171875,1128.1134033203125,1128.7449951171875,2709.0
2019-07-22 10:03:00,1127.800048828125,1128.949951171875,1127.800048828125,1128.949951171875,2373.0
2019-07-22 10:04:00,1128.68994140625,1128.7222900390625,1128.489990234375,1128.7222900390625,1266.0
2019-07-22 10:05:00,1128.8599853515625,1129.560546875,1128.8599853515625,1129.1600341796875,4672.0
