Date,Open,High,Low,Close,Adj Close,Volume
2018-10-18,31.889999,31.99,31.299999,31.549999,31.310564000000003,8705300
2018-10-19,29.469998999999998,29.58,28.370001000000002,28.75,28.531815,39779400
2018-10-22,28.469998999999998,28.91,28.09,28.49,28.273787,17677200
2018-10-23,27.75,28.360001,27.610001,28.190001000000002,27.976065000000002,12577500
2018-10-24,28.110001,28.379998999999998,27.24,27.290001,27.082895,16309300
2018-10-25,27.66,28.299999,27.549999,28.059998999999998,27.84705,12239600
2018-10-26,27.24,27.92,26.959999,27.34,27.132515,16691700
2018-10-29,27.719998999999998,27.799999,26.360001,26.82,26.616460999999997,18291800
2018-10-30,26.9,27.67,26.780001000000002,27.42,27.211906,19994400
2018-10-31,29.299999,29.49,27.77,29.030001000000002,28.809690000000003,28518100
2018-11-01,29.08,30.0,29.0,29.52,29.295971,18717300
2018-11-02,29.52,30.08,29.309998999999998,29.870001000000002,29.643316,16427500
2018-11-05,29.91,30.059998999999998,29.33,29.639999,29.415058000000002,10724200
2018-11-06,29.59,30.26,29.459999,29.950001,29.722708,12821600
2018-11-07,30.09,30.18,29.59,29.860001,29.633390000000002,18347500
2018-11-08,29.74,29.969998999999998,29.52,29.84,29.613543,10837900
2018-11-09,29.620001000000002,29.950001,29.58,29.629998999999998,29.405134000000004,8713100
2018-11-12,29.58,29.700001,28.91,28.959999,28.740219,10966400
2018-11-13,28.799999,28.799999,27.790001,28.1,27.886746999999996,17743900
2018-11-14,28.200001,28.34,27.870001000000002,27.889999,27.678340999999996,12131000
2018-11-15,27.799999,28.469998999999998,27.549999,28.17,27.956215000000004,12345600
2018-11-16,28.0,28.35,27.879998999999998,28.120001000000002,27.906595000000003,12513700
2018-11-19,28.02,28.33,27.799999,27.959999,27.747808000000003,11562100
2018-11-20,27.700001,28.629998999999998,27.6,28.16,27.946293,15882600
2018-11-21,28.540001,28.76,28.25,28.34,28.124926000000002,12092800
2018-11-23,28.18,29.049999,28.18,28.440001000000002,28.224166999999998,7229000
2018-11-26,28.799999,29.02,28.530001000000002,28.799999,28.581432,11018000
2018-11-27,28.58,28.879998999999998,28.41,28.74,28.521889,9823500
2018-11-28,28.799999,29.84,28.709999,29.76,29.534149,22025700
2018-11-29,29.57,29.879998999999998,29.32,29.52,29.295971,8839400
2018-11-30,29.469998999999998,29.879998999999998,29.26,29.85,29.623465000000003,19709500
2018-12-03,30.17,30.360001,29.82,30.200001,29.970809999999997,18952800
2018-12-04,30.059998999999998,30.33,29.139999,29.26,29.037943,17330100
2018-12-06,28.879998999999998,29.540001,28.77,29.469998999999998,29.246349,15521800
2018-12-07,29.43,29.91,28.91,29.059998999999998,28.83946,11785300
2018-12-10,29.16,29.290001,28.719998999999998,28.98,28.760067,10646400
2018-12-11,29.4,29.549999,28.940001000000002,29.049999,28.829535999999997,12570800
2018-12-12,28.5,29.49,28.25,29.040001,28.819613,12840500
2018-12-13,29.200001,29.309998999999998,28.77,29.02,28.799765,12261800
2018-12-14,28.790001,29.139999,28.75,28.91,28.690599,11101100
2018-12-17,28.780001000000002,29.0,28.360001,28.48,28.263863,16640200
2018-12-18,28.559998999999998,28.780001000000002,28.42,28.5,28.28371,13869600
2018-12-19,28.49,29.23,28.08,28.299999,28.085228000000004,18442300
2018-12-20,28.200001,28.52,27.58,27.99,27.77758,21710600
2018-12-21,28.02,28.34,26.299999,26.58,26.378283000000003,32178400
2018-12-24,26.549999,26.92,26.139999,26.139999,25.941622,6216100
2018-12-26,26.35,27.879998999999998,26.01,27.85,27.638645,11503400
2018-12-27,27.48,28.040001,27.02,28.030001000000002,27.817278,9769900
2018-12-28,28.110001,28.639999,28.02,28.24,28.025684000000002,8781000
2018-12-31,28.379998999999998,28.5,27.889999,28.07,27.856976,7629300
2019-01-02,27.65,28.959999,27.559998999999998,28.85,28.631056,11190300
2019-01-03,28.629998999999998,28.82,28.280001000000002,28.32,28.105076,10803900
2019-01-04,28.6,29.08,28.33,28.969998999999998,28.750145,14593700
2019-01-07,28.959999,29.65,28.93,29.469998999999998,29.246349,13419400
2019-01-08,29.74,30.08,29.4,30.0,29.772327,8179700
2019-01-09,29.99,30.4,29.74,30.290001,30.060127,10607500
2019-01-10,30.129998999999998,30.639999,30.01,30.57,30.338003000000004,8741400
2019-01-11,30.15,30.540001,29.42,30.41,30.179215999999997,13390900
2019-01-14,30.18,30.280001000000002,29.99,30.209999,29.980734,7523000
2019-01-15,30.299999,30.75,30.27,30.67,30.437243,7154900
2019-01-16,30.66,30.700001,30.27,30.290001,30.060127,12725700
2019-01-17,30.15,30.549999,30.059998999999998,30.379998999999998,30.149442999999998,12818500
2019-01-18,30.610001,31.02,30.440001000000002,31.0,30.764738,13839700
2019-01-22,34.34,34.75,32.73,32.900002,32.650321999999996,56378700
2019-01-23,33.400002,33.529999,32.459998999999996,32.610001000000004,32.362522,19280600
2019-01-24,32.700001,32.860001000000004,32.330002,32.650002,32.402218,11974800
2019-01-25,32.950001,33.759997999999996,32.799999,33.720001,33.464096000000005,17028800
2019-01-28,33.490002000000004,34.23,33.400002,34.02,33.761818,22325500
2019-01-29,34.369999,34.43,33.540001000000004,33.689999,33.434321999999995,19304100
2019-01-30,33.970001,34.32,32.880001,34.080002,33.821365,27338600
2019-01-31,33.759997999999996,33.990002000000004,32.77,33.650002,33.39463,24996900
2019-02-01,33.75,34.48,33.630001,34.310001,34.049622,19113800
2019-02-04,34.549999,35.200001,34.200001,35.049999,34.784,19798500
2019-02-05,35.27,35.529999,35.07,35.330002,35.061882000000004,13738200
2019-02-06,35.119999,35.709998999999996,35.0,35.48,35.210739000000004,11340000
2019-02-07,35.220001,35.389998999999996,34.82,35.25,34.982487,9211000
2019-02-08,35.0,35.32,34.91,35.259997999999996,34.992409,10228000
2019-02-11,35.48,35.900002,35.32,35.59,35.319904,9638400
2019-02-12,35.59,36.27,35.209998999999996,36.189999,35.915348,12684800
2019-02-13,36.209998999999996,36.540001000000004,36.16,36.259997999999996,35.984818,7378000
2019-02-14,36.040001000000004,36.560001,35.98,36.32,36.044365,6874500
2019-02-15,36.610001000000004,36.830002,36.419998,36.580002,36.302395000000004,10273100
2019-02-19,36.549999,37.130001,36.459998999999996,37.049999,36.768826000000004,12312100
2019-02-20,37.02,37.25,36.689999,36.740002000000004,36.461178000000004,11698700
2019-02-21,36.630001,37.130001,36.5,36.98,36.699356,8151600
2019-02-22,36.990002000000004,37.5,36.970001,37.490002000000004,37.205486,6820600
2019-02-25,37.75,37.889998999999996,37.310001,37.34,37.056622,10147800
2019-02-26,37.34,37.549999,37.060001,37.380001,37.096321,12788000
2019-02-27,37.450001,38.02,37.279999,37.580002,37.294804,10571100
2019-02-28,37.5,37.5,37.099998,37.150002,37.005928000000004,7462700
2019-03-01,38.360001000000004,39.139998999999996,37.18,37.349998,37.205151,17271800
2019-03-04,37.48,37.580002,36.700001,37.25,37.105540999999995,11304000
2019-03-05,37.200001,37.490002000000004,37.110001000000004,37.119999,36.976044,12174400
2019-03-06,37.139998999999996,37.540001000000004,36.799999,36.810001,36.667248,10885400
2019-03-07,36.73,36.779999,36.080002,36.209998999999996,36.069571999999994,14928000
2019-03-08,36.02,36.02,35.509997999999996,35.889998999999996,35.750813,16417000
2019-03-11,35.93,36.34,35.82,36.25,36.109417,15306400
2019-03-12,36.439999,36.490002000000004,36.110001000000004,36.279999,36.139301,10660900
2019-03-13,36.299999,36.740002000000004,36.16,36.459998999999996,36.318604,13247800
2019-03-14,36.380001,36.619999,36.169998,36.349998,36.20903,10560900
2019-03-15,36.349998,36.580002,36.02,36.299999,36.159225,24454100
2019-03-18,36.310001,36.580002,36.18,36.27,36.129341,9328100
2019-03-19,36.459998999999996,37.200001,36.400002,36.869999,36.727013,14686900
2019-03-20,36.759997999999996,36.91,36.57,36.700001,36.557674,11905400
2019-03-21,36.740002000000004,37.389998999999996,36.580002,37.200001,37.055737,10661100
2019-03-22,37.060001,37.439999,36.490002000000004,36.650002,36.507870000000004,8449100
2019-03-25,36.59,36.810001,36.279999,36.720001,36.577599,5482100
2019-03-26,36.919998,37.09,36.639998999999996,36.900002,36.756901,7926700
2019-03-27,36.950001,37.09,36.580002,36.830002,36.687172,8223000
2019-03-28,36.919998,37.43,36.619999,36.779999,36.637363,9806800
2019-03-29,36.950001,37.169998,36.869999,37.139998999999996,36.995968,8636400
2019-04-01,37.41,37.77,37.360001000000004,37.68,37.533875,6664100
2019-04-02,37.799999,38.18,37.619999,37.919998,37.772942,7396500
2019-04-03,38.18,38.240002000000004,37.860001000000004,37.990002000000004,37.84267,10032400
2019-04-04,37.880001,38.18,37.830002,38.049999,37.902435,6372500
2019-04-05,38.110001000000004,38.330002,37.740002000000004,37.84,37.693253000000006,7907400
2019-04-08,37.790001000000004,37.990002000000004,37.700001,37.810001,37.663368,6982600
2019-04-09,37.639998999999996,37.860001000000004,37.470001,37.75,37.6036,7140800
2019-04-10,37.860001000000004,37.860001000000004,37.459998999999996,37.720001,37.573719,7057400
2019-04-11,37.630001,37.630001,35.889998999999996,36.32,36.179146,19483300
2019-04-12,36.59,36.720001,35.990002000000004,36.169998,36.029728000000006,14267400
2019-04-15,36.25,36.470001,36.02,36.23,36.089496999999994,9688300
2019-04-16,36.34,36.57,36.279999,36.389998999999996,36.248875,7046300
2019-04-17,36.459998999999996,36.75,35.720001,35.970001,35.830505,12860000
2019-04-18,36.09,36.169998,35.439999,35.98,35.840466,12335000
2019-04-22,35.919998,36.23,35.610001000000004,36.150002,36.009808,7243900
2019-04-23,36.07,36.790001000000004,36.040001000000004,36.669998,36.527786,14144300
2019-04-24,38.0,38.740002000000004,37.560001,38.52,38.370616999999996,21206400
2019-04-25,38.360001000000004,38.509997999999996,37.740002000000004,38.110001000000004,37.962204,7937300
2019-04-26,38.25,38.490002000000004,38.02,38.360001000000004,38.211234999999995,9212000
2019-04-29,38.349998,38.380001,37.880001,38.25,38.101662,8028100
2019-04-30,38.27,38.799999,37.959998999999996,38.75,38.599724,8321400
2019-05-01,38.779999,38.939999,37.77,37.799999,37.653408,9686500
2019-05-02,37.790001000000004,38.18,37.529999,37.59,37.444221,10378400
2019-05-03,37.950001,38.299999,37.860001000000004,38.279999,38.131546,8775000
2019-05-06,37.639998999999996,38.060001,37.59,37.880001,37.733096999999994,6504700
2019-05-07,37.610001000000004,37.849998,37.360001000000004,37.68,37.533875,7808500
2019-05-08,37.68,37.740002000000004,37.290001000000004,37.540001000000004,37.394417,5943700
2019-05-09,37.25,37.849998,36.959998999999996,37.619999,37.474106,6454700
2019-05-10,37.48,37.580002,36.709998999999996,37.380001,37.235039,8920100
2019-05-13,36.549999,36.740002000000004,35.73,35.869999,35.730892,12425800
2019-05-14,35.950001,37.259997999999996,35.869999,36.799999,36.657284000000004,11137800
2019-05-15,36.630001,37.18,36.52,37.040001000000004,36.896355,7461000
2019-05-16,37.139998999999996,37.639998999999996,37.040001000000004,37.27,37.125462,8123300
2019-05-17,36.889998999999996,37.27,36.599998,36.900002,36.756901,9273600
2019-05-20,36.5,36.950001,36.41,36.560001,36.418217,7379300
2019-05-21,36.709998999999996,36.869999,36.439999,36.580002,36.438140999999995,6438600
2019-05-22,36.470001,36.59,36.130001,36.310001,36.169185999999996,7066300
2019-05-23,36.060001,36.290001000000004,35.59,35.950001,35.810581,8753700
2019-05-24,36.139998999999996,36.380001,35.810001,36.130001,35.989883,5298700
2019-05-28,36.23,36.68,36.139998999999996,36.220001,36.079536,7201400
2019-05-29,35.959998999999996,36.23,35.779999,36.099998,35.959998999999996,7874300
2019-05-30,36.09,36.700001,35.98,36.380001,36.380001,6490000
2019-05-31,36.029999,36.139998999999996,35.740002000000004,35.93,35.93,7261400
2019-06-03,35.849998,36.09,35.450001,35.619999,35.619999,9491500
2019-06-04,35.869999,36.810001,35.849998,36.540001000000004,36.540001000000004,10785000
2019-06-05,36.860001000000004,36.869999,36.040001000000004,36.560001,36.560001,11404100
2019-06-06,36.549999,36.82,36.450001,36.810001,36.810001,5982300
2019-06-07,36.93,38.0,36.91,37.509997999999996,37.509997999999996,11904800
2019-06-10,37.66,38.400002,37.549999,38.119999,38.119999,8884300
2019-06-11,38.41,38.59,37.849998,38.23,38.23,7350500
2019-06-12,38.099998,39.060001,38.029999,39.02,39.02,9266500
2019-06-13,39.119999,39.439999,38.919998,39.0,39.0,9103300
2019-06-14,39.139998999999996,39.32,38.860001000000004,38.91,38.91,7550100
2019-06-17,38.939999,39.32,38.720001,39.009997999999996,39.009997999999996,11564700
2019-06-18,39.400002,39.93,39.240002000000004,39.669998,39.669998,9352800
2019-06-19,39.779999,40.220001,39.599998,40.130001,40.130001,6520000
2019-06-20,40.540001000000004,40.549999,39.880001,39.919998,39.919998,11852200
2019-06-21,39.919998,40.209998999999996,39.630001,40.049999,40.049999,20769600
2019-06-24,40.02,40.18,39.639998999999996,39.709998999999996,39.709998999999996,7365600
2019-06-25,39.779999,39.779999,38.919998,39.02,39.02,7834000
2019-06-26,39.130001,39.369999,39.049999,39.200001,39.200001,4739400
2019-06-27,39.349998,39.580002,39.259997999999996,39.290001000000004,39.290001000000004,8254200
2019-06-28,39.330002,39.560001,39.110001000000004,39.5,39.5,14763400
2019-07-01,39.970001,39.990002000000004,39.580002,39.889998999999996,39.889998999999996,4900000
2019-07-02,39.91,40.189999,39.709998999999996,40.080002,40.080002,6368100
2019-07-03,40.130001,40.23,39.849998,39.900002,39.900002,3419500
2019-07-05,39.759997999999996,40.0,39.459998999999996,39.799999,39.799999,3862400
2019-07-08,39.709998999999996,39.799999,39.400002,39.540001000000004,39.540001000000004,5477000
2019-07-09,39.580002,39.98,39.52,39.939999,39.939999,5962900
2019-07-10,40.189999,40.380001,39.66,40.009997999999996,40.009997999999996,5443700
2019-07-11,39.860001000000004,39.939999,39.279999,39.599998,39.599998,5831200
2019-07-12,39.700001,40.099998,39.599998,40.060001,40.060001,5286700
2019-07-15,40.09,40.32,39.740002000000004,40.27,40.27,5660400
2019-07-16,40.110001000000004,40.169998,39.630001,39.919998,39.919998,7612000
2019-07-17,39.990002000000004,41.110001000000004,38.93,39.029999,39.029999,15260600
2019-07-18,41.110001000000004,42.0,39.02,39.77,39.77,27081600
2019-07-19,39.849998,40.330002,39.470001,40.209998999999996,40.209998999999996,13045800
2019-07-22,40.259997999999996,41.07,40.18,40.669998,40.669998,9627200
2019-07-23,40.880001,41.16,40.68,41.029999,41.029999,8740500
2019-07-24,40.869999,41.18,40.779999,41.029999,41.029999,6391500
2019-07-25,41.040001000000004,41.150002,40.740002000000004,40.810001,40.810001,5249000
