,CMA Number,Chinese Name,English Name,Landing Location,Landing Time,Peak Strength,Landing Strength,coordinate,lat,lon,area,city,prinvince
1,6003,——,Olive,广东省湛江市吴川市吴阳镇,1960年6月30日,17级，60m/s，950hPa,11级，30m/s，980hPa,"(21.347075, 110.692104)",21.347075,110.692104,"('Guangdong Sheng', 'Zhanjiang Shi')",Zhanjiang Shi,Guangdong Sheng
2,6003,——,Olive,广西省北海市银海区银滩镇,1960年6月30日,17级，60m/s，950hPa,11级，30m/s，985hPa,"(21.418886, 109.156697)",21.418886,109.156697,"('Guangdong Sheng', 'Zhanjiang Shi')",Zhanjiang Shi,Guangdong Sheng
3,6005,——,Polly,山东省威海市乳山市海阳所镇,1960年7月28日,17+级，70m/s，950hPa,11级，30m/s，983hPa,"(36.813372, 121.620148)",36.813372,121.620148,"('Shandong Sheng', 'Weihai Shi')",Weihai Shi,Shandong Sheng
4,6005,——,Polly,辽宁省葫芦岛市北港区北港镇,1960年7月29日,17+级，70m/s，950hPa,8级，18m/s，998hPa,"(40.767914, 120.91437)",40.767914,120.91437,"('Liaoning Sheng', 'Huludao Shi')",Huludao Shi,Liaoning Sheng
5,6007,——,Shirley,台湾省宜兰县五结乡,1960年7月31日,17+级，70m/s，910hPa,17级，60m/s，930hPa,"(24.6887633, 121.8050125)",24.6887633,121.8050125,"('Liaoning Sheng', 'Huludao Shi')",Huludao Shi,Liaoning Sheng
6,6007,——,Shirley,福建省福州市连江县苔菉镇,1960年8月1日,17+级，70m/s，910hPa,12级，35m/s，980hPa,"(26.353358, 119.936046)",26.353358,119.936046,"('Fujian Sheng', 'Fuzhou Shi')",Fuzhou Shi,Fujian Sheng
7,6007,——,Shirley,山东省青岛市崂山区金玉山,1960年8月5日,17+级，70m/s，910hPa,8级，20m/s，993hPa,"(36.107538, 120.468956)",36.107538,120.468956,"('Shandong Sheng', 'Qingdao Shi')",Qingdao Shi,Shandong Sheng
8,6008,——,Tirx,台湾省新北市万里区,1960年8月8日,17+级，65m/s，929hPa,15级，50m/s，965hPa,"(25.1676024, 121.6397184)",25.1676024,121.6397184,"('Shandong Sheng', 'Qingdao Shi')",Qingdao Shi,Shandong Sheng
9,6008,——,Tirx,福建省漳州市漳浦县赤湖镇,1960年8月9日,17+级，65m/s，929hPa,10级，28m/s，980hPa,"(24.112267, 117.87614)",24.112267,117.87614,"('Fujian Sheng', 'Zhangzhou Shi')",Zhangzhou Shi,Fujian Sheng
10,6012,——,Agnes,台湾省宜兰县苏澳镇,1960年8月14日,10级，25m/s，994hPa,10级，25m/s，994hPa,"(24.594229, 121.8533264)",24.594229,121.8533264,"('Fujian Sheng', 'Zhangzhou Shi')",Zhangzhou Shi,Fujian Sheng
11,6012,——,Agnes,广东省汕尾市陆丰市甲东镇,1960年8月15日,10级，25m/s，994hPa,6级，12m/s，996hPa,"(22.876766, 116.101101)",22.876766,116.101101,"('Guangdong Sheng', 'Shanwei Shi')",Shanwei Shi,Guangdong Sheng
12,6016,——,Elaine,台湾省台东县东河乡,1960年8月23日,13级，40m/s，975hPa,10级，25m/s，990hPa,"(23.0691722, 121.2855249)",23.0691722,121.2855249,"('Guangdong Sheng', 'Shanwei Shi')",Shanwei Shi,Guangdong Sheng
13,6016,——,Elaine,广东省汕头市潮阳区海门镇,1960年8月25日,13级，40m/s，975hPa,5级，10m/s，998hPa,"(23.194689, 116.628391)",23.194689,116.628391,"('Guangdong Sheng', 'Shantou Shi')",Shantou Shi,Guangdong Sheng
14,6022,——,——,海南省万宁市龙滚镇,1960年9月26日,6级，12m/s，998hPa,6级，12m/s，998hPa,"(19.058665, 110.519209)",19.058665,110.519209,"('Hainan Sheng', 'Wanning Shi')",Wanning Shi,Hainan Sheng
15,6024,——,Kit,海南省文昌市会文镇,1960年10月11日,14级，45m/s，974hPa,12级，35m/s，980hPa,"(19.462573, 110.731756)",19.462573,110.731756,"('Hainan Sheng', 'Wenchang Shi')",Wenchang Shi,Hainan Sheng
16,6103,——,Alice,香港特别行政区,1961年5月19日,13级，40m/s，975hPa,12级，35m/s，980hPa,"(36.778261, -119.4179324)",36.778261,-119.4179324,"('Hainan Sheng', 'Wenchang Shi')",Wenchang Shi,Hainan Sheng
17,6104,——,Betty,台湾省台东县成功镇,1961年5月26日,15级，50m/s，947hPa,13级，40m/s，960hPa,"(23.101273, 121.380072)",23.101273,121.380072,"('Hainan Sheng', 'Wenchang Shi')",Wenchang Shi,Hainan Sheng
18,6104,——,Betty,浙江省温州市乐清市黄华镇,1961年5月27日,15级，50m/s，947hPa,7级，15m/s，995hPa,"(27.990936, 120.929198)",27.990936,120.929198,"('Zhejiang Sheng', 'Wenzhou Shi')",Wenzhou Shi,Zhejiang Sheng
19,6104,——,Betty,上海市浦东新区芦潮港镇,1961年5月28日,15级，50m/s，947hPa,7级，15m/s，985hPa,"(30.85666, 121.846525)",30.85666,121.846525,"('Zhejiang Sheng', 'Wenzhou Shi')",Wenzhou Shi,Zhejiang Sheng
20,6106,——,——,台湾省宜兰县壮围乡,1961年6月6日,7级，15m/s，1002hPa,5级，9m/s，1008hPa,"(24.7461186, 121.7868155)",24.7461186,121.7868155,"('Zhejiang Sheng', 'Wenzhou Shi')",Wenzhou Shi,Zhejiang Sheng
21,6107,——,——,海南省万宁市和乐镇,1961年6月6日,6级，12m/s，1000hPa,6级，12m/s，1000hPa,"(18.903521, 110.477641)",18.903521,110.477641,"('Hainan Sheng', 'Wanning Shi')",Wanning Shi,Hainan Sheng
22,6109,——,Doris,广东省汕头市澄海区坝头镇,1961年7月2日,8级，20m/s，986hPa,8级，20m/s，986hPa,"(23.437029, 116.832296)",23.437029,116.832296,"('Guangdong Sheng', 'Shantou Shi')",Shantou Shi,Guangdong Sheng
23,6110,——,Elsie,台湾省屏东县满州乡,1961年7月14日,15级，50m/s，975hPa,14级，45m/s，980hPa,"(22.04385, 120.8384093)",22.04385,120.8384093,"('Guangdong Sheng', 'Shantou Shi')",Shantou Shi,Guangdong Sheng
24,6110,——,Elsie,广东省汕头市潮阳区海门镇,1961年7月15日,15级，50m/s，975hPa,8级，18m/s，990hPa,"(23.194689, 116.628391)",23.194689,116.628391,"('Guangdong Sheng', 'Shantou Shi')",Shantou Shi,Guangdong Sheng
25,6111,——,Floiise,香港特别行政区,1961年7月19日,10级，25m/s，992hPa,7级，15m/s，995hPa,"(36.778261, -119.4179324)",36.778261,-119.4179324,"('Guangdong Sheng', 'Shantou Shi')",Shantou Shi,Guangdong Sheng
26,6115,——,June,台湾省台东县长滨乡,1961年8月7日,15级，50m/s，960hPa,12级，33m/s，982hPa,"(23.3451824, 121.43419)",23.3451824,121.43419,"('Guangdong Sheng', 'Shantou Shi')",Shantou Shi,Guangdong Sheng
27,6115,——,June,福建省泉州市石狮市蚶江镇,1961年8月8日,15级，50m/s，960hPa,7级，15m/s，1000hPa,"(24.787925, 118.69502)",24.787925,118.69502,"('Fujian Sheng', 'Quanzhou Shi')",Quanzhou Shi,Fujian Sheng
28,6120,——,Loma,台湾省台东县大武乡,1961年8月25日,17+级，65m/s，950hPa,16级，52m/s，965hPa,"(22.4141954, 120.907304)",22.4141954,120.907304,"('Fujian Sheng', 'Quanzhou Shi')",Quanzhou Shi,Fujian Sheng
29,6120,——,Loma,福建省漳州市龙海市港尾镇,1961年8月26日,17+级，65m/s，950hPa,10级，25m/s，980hPa,"(24.317455, 118.012103)",24.317455,118.012103,"('Fujian Sheng', 'Zhangzhou Shi')",Zhangzhou Shi,Fujian Sheng
30,6121,——,Olga,广东省汕尾市海丰县小漠镇,1961年9月10日,12级，35m/s，980hPa,12级，35m/s，980hPa,"(22.774983, 115.0384)",22.774983,115.0384,"('Guangdong Sheng', 'Shanwei Shi')",Shanwei Shi,Guangdong Sheng
31,6122,——,Pamela,台湾省花莲县吉安乡,1961年9月12日,17+级，85m/s，909hPa,17+级，62m/s，940hPa,"('23.83', 115.0384)",23.83,115.0384,"('Guangdong Sheng', 'Shanwei Shi')",Shanwei Shi,Guangdong Sheng
32,6122,——,Pamela,福建省泉州市石狮市永宁镇,1961年9月12日,17+级，85m/s，909hPa,13级，40m/s，970hPa,"(24.683926, 118.701552)",24.683926,118.701552,"('Fujian Sheng', 'Quanzhou Shi')",Quanzhou Shi,Fujian Sheng
33,6125,——,Sally,台湾省台东县大武乡,1961年9月28日,13级，40m/s，980hPa,13级，40m/s，980hPa,"(22.4141954, 120.907304)",22.4141954,120.907304,"('Fujian Sheng', 'Quanzhou Shi')",Quanzhou Shi,Fujian Sheng
34,6125,——,Sally,广东省惠州市惠东县平海镇,1961年9月29日,13级，40m/s，980hPa,11级，30m/s，988hPa,"(22.617149, 114.872626)",22.617149,114.872626,"('Guangdong Sheng', 'Huizhou Shi')",Huizhou Shi,Guangdong Sheng
35,6125,——,Sally,广东省中山市南朗镇大埔环,1961年9月29日,13级，40m/s，980hPa,8级，20m/s，990hPa,"(22.498612, 113.530998)",22.498612,113.530998,"('Guangdong Sheng', 'Zhongshan Shi')",Zhongshan Shi,Guangdong Sheng
36,6126,——,Tilda,浙江省台州市三门县三角塘,1961年10月4日,17级，60m/s，935hPa,13级，40m/s，960hPa,"(36.778261, -119.4179324)",36.778261,-119.4179324,"('Guangdong Sheng', 'Zhongshan Shi')",Zhongshan Shi,Guangdong Sheng
37,6205,——,Kate,台湾省台东县太麻里乡,1962年7月22日,13级，40m/s，967hPa,12级，35m/s，970hPa,"(22.6102278, 121.0044631)",22.6102278,121.0044631,"('Guangdong Sheng', 'Zhongshan Shi')",Zhongshan Shi,Guangdong Sheng
38,6205,——,Kate,福建省宁德市福鼎市店下镇,1962年7月23日,13级，40m/s，967hPa,10级，25m/s，985hPa,"(27.156346, 120.325956)",27.156346,120.325956,"('Fujian Sheng', 'Ningde Shi')",Ningde Shi,Fujian Sheng
39,6208,——,Opal,台湾省花莲县秀林乡,1962年8月5日,17+级，75m/s，900hPa,17+级，65m/s，920hPa,"(24.2258575, 121.5370003)",24.2258575,121.5370003,"('Fujian Sheng', 'Ningde Shi')",Ningde Shi,Fujian Sheng
40,6208,——,Opal,福建省福州市连江县筱埕镇,1962年8月6日,17+级，75m/s，900hPa,13级，38m/s，970hPa,"(26.291738, 119.794168)",26.291738,119.794168,"('Fujian Sheng', 'Fuzhou Shi')",Fuzhou Shi,Fujian Sheng
41,6208,——,Opal,山东省威海市文登区泽库镇,1962年8月8日,17+级，75m/s，900hPa,8级，20m/s，988hPa,"(36.940606, 122.060951)",36.940606,122.060951,"('Shandong Sheng', 'Weihai Shi')",Weihai Shi,Shandong Sheng
42,6209,——,Patsy,海南省文昌市龙楼镇,1962年8月10日,12级，35m/s，975hPa,12级，35m/s，975hPa,"(19.653286, 110.968604)",19.653286,110.968604,"('Hainan Sheng', 'Wenchang Shi')",Wenchang Shi,Hainan Sheng
43,6209,——,Patsy,广东省湛江市徐闻县角尾乡,1962年8月10日,12级，35m/s，975hPa,11级，30m/s，978hPa,"(20.259977, 109.95774)",20.259977,109.95774,"('Guangdong Sheng', 'Zhanjiang Shi')",Zhanjiang Shi,Guangdong Sheng
44,6209,——,Patsy,广西省防城港市港口区光坡镇,1962年8月11日,12级，35m/s，975hPa,10级，28m/s，985hPa,"(21.652153, 108.491047)",21.652153,108.491047,"('Guangdong Sheng', 'Zhanjiang Shi')",Zhanjiang Shi,Guangdong Sheng
45,6213,——,Wanda,香港特别行政区,1962年9月1日,15级，50m/s，949hPa,13级，40m/s，960hPa,"(36.778261, -119.4179324)",36.778261,-119.4179324,"('Guangdong Sheng', 'Zhanjiang Shi')",Zhanjiang Shi,Guangdong Sheng
46,6213,——,Wanda,广东省中山市南朗镇大埔环,1962年9月1日,15级，50m/s，949hPa,12级，35m/s，963hPa,"(22.498612, 113.530998)",22.498612,113.530998,"('Guangdong Sheng', 'Zhongshan Shi')",Zhongshan Shi,Guangdong Sheng
47,6213,——,Wanda,海南省临高县东英镇,1962年9月4日,15级，50m/s，949hPa,5级，9m/s，998hPa,"(19.959022, 109.648634)",19.959022,109.648634,"('Hainan Sheng', 'Lingao Xian')",Lingao Xian,Hainan Sheng
48,6214,——,Amy,台湾省花莲县丰滨乡,1962年9月5日,17+级，62m/s，935hPa,15级，50m/s，950hPa,"(23.5851901, 121.5027404)",23.5851901,121.5027404,"('Hainan Sheng', 'Lingao Xian')",Lingao Xian,Hainan Sheng
49,6214,——,Amy,福建省福州市连江县晓澳镇,1962年9月6日,17+级，62m/s，935hPa,11级，30m/s，975hPa,"(26.212926, 119.657099)",26.212926,119.657099,"('Fujian Sheng', 'Fuzhou Shi')",Fuzhou Shi,Fujian Sheng
50,6216,——,Carla,海南省陵水黎族自治县黎安镇,1962年9月21日,12级，35m/s，984hPa,12级，35m/s，984hPa,"(18.437315, 110.069641)",18.437315,110.069641,"('Hainan Sheng', 'Lingshui Lizuzizhixian')",Lingshui Lizuzizhixian,Hainan Sheng
51,6217,——,Dinah,广东省汕尾市陆丰市甲东镇,1962年10月3日,15级，50m/s，955hPa,12级，35m/s，975hPa,"(22.876766, 116.101101)",22.876766,116.101101,"('Guangdong Sheng', 'Shanwei Shi')",Shanwei Shi,Guangdong Sheng
52,6304,——,Trix,广东省汕头市澄海区坝头镇,1963年6月30日,12级，35m/s，980hPa,12级，33m/s，982hPa,"(23.437029, 116.832296)",23.437029,116.832296,"('Guangdong Sheng', 'Shantou Shi')",Shantou Shi,Guangdong Sheng
53,6306,——,Wendy,台湾省花莲县吉安乡,1963年7月16日,17+级，70m/s，924hPa,13级，38m/s，955hPa,"('23.83', 116.832296)",23.83,116.832296,"('Guangdong Sheng', 'Shantou Shi')",Shantou Shi,Guangdong Sheng
54,6306,——,Wendy,福建省福州市连江县晓澳镇,1963年7月17日,17+级，70m/s，924hPa,10级，25m/s，982hPa,"(26.212926, 119.657099)",26.212926,119.657099,"('Fujian Sheng', 'Fuzhou Shi')",Fuzhou Shi,Fujian Sheng
55,6307,——,Agness,广东省湛江市吴川市吴阳镇,1963年7月22日,12级，35m/s，983hPa,11级，30m/s，983hPa,"(21.347075, 110.692104)",21.347075,110.692104,"('Guangdong Sheng', 'Zhanjiang Shi')",Zhanjiang Shi,Guangdong Sheng
56,6309,——,Carmen,海南省文昌市翁田镇,1963年8月16日,17+级，65m/s，934hPa,13级，40m/s，970hPa,"(19.931473, 110.880179)",19.931473,110.880179,"('Hainan Sheng', 'Wenchang Shi')",Wenchang Shi,Hainan Sheng
57,6309,——,Carmen,广东省湛江市徐闻县五里乡,1963年8月16日,17+级，65m/s，934hPa,12级，35m/s，975hPa,"(20.270749, 110.154777)",20.270749,110.154777,"('Guangdong Sheng', 'Zhanjiang Shi')",Zhanjiang Shi,Guangdong Sheng
58,6311,——,Faye,海南省文昌市冯坡镇,1963年9月7日,16级，55m/s，958hPa,14级，45m/s，965hPa,"(19.964651, 110.783953)",19.964651,110.783953,"('Hainan Sheng', 'Wenchang Shi')",Wenchang Shi,Hainan Sheng
59,6312,——,Gloria,福建省福州市连江县筱埕镇,1963年9月12日,17+级，70m/s，918hPa,11级，30m/s，982hPa,"(26.291738, 119.794168)",26.291738,119.794168,"('Fujian Sheng', 'Fuzhou Shi')",Fuzhou Shi,Fujian Sheng
60,6402,——,Viola,广东省珠海市金湾区南水镇,1964年5月28日,12级，35m/s，980hPa,11级，30m/s，982hPa,"(22.026732, 113.241148)",22.026732,113.241148,"('Guangdong Sheng', 'Zhuhai Shi')",Zhuhai Shi,Guangdong Sheng
61,6403,——,Winnie,海南省琼海市潭门镇,1964年7月2日,14级，45m/s，955hPa,14级，45m/s，955hPa,"(19.24169, 110.61694)",19.24169,110.61694,"('Hainan Sheng', 'Qionghai Shi')",Qionghai Shi,Hainan Sheng
62,6410,——,Helen,辽宁省大连市普兰店市城子坦镇,1964年8月4日,17+级，75m/s，935hPa,8级，20m/s，995hPa,"(39.510907, 122.47563)",39.510907,122.47563,"('Liaoning Sheng', 'Dalian Shi')",Dalian Shi,Liaoning Sheng
63,6411,——,Ida,广东省珠海市金湾区横琴镇,1964年8月9日,17+级，85m/s，925hPa,11级，30m/s，972hPa,"(22.0080725, 113.3785933)",22.0080725,113.3785933,"('Guangdong Sheng', 'Zhuhai Shi')",Zhuhai Shi,Guangdong Sheng
64,6412,——,June,广东省湛江市徐闻县前山镇,1964年8月14日,8级，20m/s，998hPa,6级，12m/s，999hPa,"(20.420322, 110.460412)",20.420322,110.460412,"('Guangdong Sheng', 'Zhanjiang Shi')",Zhanjiang Shi,Guangdong Sheng
65,6412,——,June,海南省海口市秀英区西秀镇,1964年8月15日,8级，20m/s，998hPa,6级，12m/s，999hPa,"(20.003081, 110.170962)",20.003081,110.170962,"('Hainan Sheng', 'Haikou Shi')",Haikou Shi,Hainan Sheng
66,6415,——,Ruby,澳门特别行政区,1964年9月5日,14级，45m/s，960hPa,13级，40m/s，960hPa,"(22.1887376, 113.5540599)",22.1887376,113.5540599,"('Hainan Sheng', 'Haikou Shi')",Haikou Shi,Hainan Sheng
67,6416,——,Sally,广东省深圳市龙岗区大鹏半岛,1964年9月10日,17+级，100m/s，897hPa,14级，42m/s，970hPa,"(22.5505556, 114.4913889)",22.5505556,114.4913889,"('Hainan Sheng', 'Haikou Shi')",Haikou Shi,Hainan Sheng
68,6423,——,Dot,广东省深圳市龙岗区大鹏半岛,1964年10月13日,14级，45m/s，975hPa,13级，40m/s，978hPa,"(22.5505556, 114.4913889)",22.5505556,114.4913889,"('Hainan Sheng', 'Haikou Shi')",Haikou Shi,Hainan Sheng
69,6505,——,Babe,台湾省云林县口湖乡,1965年6月5日,12级，35m/s，988hPa,7级，15m/s，1003hPa,"(23.6178327, 120.1630864)",23.6178327,120.1630864,"('Hainan Sheng', 'Haikou Shi')",Haikou Shi,Hainan Sheng
70,6506,——,Dinah,台湾省台东县大武乡,1965年6月18日,17+级，80m/s，934hPa,13级，40m/s，983hPa,"(22.4141954, 120.907304)",22.4141954,120.907304,"('Hainan Sheng', 'Haikou Shi')",Haikou Shi,Hainan Sheng
71,6508,——,Freda,广东省湛江市麻章区东简镇,1965年7月15日,17+级，75m/s，923hPa,12级，35m/s，968hPa,"(21.014285, 110.497438)",21.014285,110.497438,"('Guangdong Sheng', 'Zhanjiang Shi')",Zhanjiang Shi,Guangdong Sheng
72,6508,——,Freda,广西省防城港市防城区白浪滩,1965年7月16日,17+级，75m/s，923hPa,10级，25m/s，980hPa,"(21.5442, 108.287902)",21.5442,108.287902,"('Guangdong Sheng', 'Zhanjiang Shi')",Zhanjiang Shi,Guangdong Sheng
73,6509,——,Gilda,广东省阳江市江城区海陵镇,1965年7月23日,10级，25m/s，985hPa,8级，20m/s，990hPa,"(21.629912, 111.943369)",21.629912,111.943369,"('Guangdong Sheng', 'Yangjiang Shi')",Yangjiang Shi,Guangdong Sheng
74,6510,——,Harriet,台湾省台东县东河乡,1965年7月26日,14级，45m/s，975hPa,13级，40m/s，977hPa,"(23.0691722, 121.2855249)",23.0691722,121.2855249,"('Guangdong Sheng', 'Yangjiang Shi')",Yangjiang Shi,Guangdong Sheng
75,6510,——,Harriet,福建省泉州市惠安县百崎回族乡,1965年7月26日,14级，45m/s，975hPa,11级，30m/s，983hPa,"(24.880992, 118.71899)",24.880992,118.71899,"('Fujian Sheng', 'Quanzhou Shi')",Quanzhou Shi,Fujian Sheng
76,6513,——,Mary,台湾省宜兰县五结乡,1965年8月19日,17+级，75m/s，940hPa,16级，55m/s，960hPa,"(24.6887633, 121.8050125)",24.6887633,121.8050125,"('Fujian Sheng', 'Quanzhou Shi')",Quanzhou Shi,Fujian Sheng
77,6513,——,Mary,福建省福州市福清市东瀚镇,1965年8月20日,17+级，75m/s，940hPa,8级，20m/s，990hPa,"(25.43389, 119.607001)",25.43389,119.607001,"('Fujian Sheng', 'Fuzhou Shi')",Fuzhou Shi,Fujian Sheng
78,6514,——,Nadine,海南省万宁市山根镇,1965年8月18日,11级，30m/s，990hPa,10级，25m/s，990hPa,"(18.967334, 110.486591)",18.967334,110.486591,"('Hainan Sheng', 'Wanning Shi')",Wanning Shi,Hainan Sheng
79,6517,——,Rose,广东省湛江市吴川市王村港镇,1965年9月5日,15级，50m/s，980hPa,10级，25m/s，986hPa,"(21.43287, 110.94614)",21.43287,110.94614,"('Guangdong Sheng', 'Zhanjiang Shi')",Zhanjiang Shi,Guangdong Sheng
80,6521,——,Agness,广东省阳江市江城区海陵镇,1965年9月27日,11级，30m/s，980hPa,10级，25m/s，985hPa,"(21.629912, 111.943369)",21.629912,111.943369,"('Guangdong Sheng', 'Yangjiang Shi')",Yangjiang Shi,Guangdong Sheng
81,6522,——,Elaine,海南省文昌市冯坡镇,1965年11月13日,10级，25m/s，992hPa,6级，12m/s，1006hPa,"(19.964651, 110.783953)",19.964651,110.783953,"('Hainan Sheng', 'Wenchang Shi')",Wenchang Shi,Hainan Sheng
82,6603,——,Judy,台湾省台南市安平区,1966年5月30日,14级，45m/s，972hPa,10级，28m/s，985hPa,"(22.9934184, 120.1647112)",22.9934184,120.1647112,"('Hainan Sheng', 'Wenchang Shi')",Wenchang Shi,Hainan Sheng
83,6605,——,Lola,香港特别行政区,1966年7月13日,11级，30m/s，986hPa,11级，30m/s，986hPa,"(36.778261, -119.4179324)",36.778261,-119.4179324,"('Hainan Sheng', 'Wenchang Shi')",Wenchang Shi,Hainan Sheng
84,6605,——,Lola,广东省中山市南朗镇大埔环,1966年7月14日,11级，30m/s，986hPa,9级，23m/s，988hPa,"(22.498612, 113.530998)",22.498612,113.530998,"('Guangdong Sheng', 'Zhongshan Shi')",Zhongshan Shi,Guangdong Sheng
85,6606,——,Mamie,广东省江门市台山市川岛镇,1966年7月17日,12级，35m/s，987hPa,8级，20m/s，995hPa,"(21.848204, 112.692376)",21.848204,112.692376,"('Guangdong Sheng', 'Jiangmen Shi')",Jiangmen Shi,Guangdong Sheng
86,6608,——,Ora,广东省湛江市徐闻县新寮镇,1966年7月26日,14级，45m/s，970hPa,14级，45m/s，970hPa,"(20.618063, 110.448201)",20.618063,110.448201,"('Guangdong Sheng', 'Zhanjiang Shi')",Zhanjiang Shi,Guangdong Sheng
87,6608,——,Ora,广西省北海市铁山港区兴港镇,1966年7月26日,14级，45m/s，970hPa,12级，35m/s，974hPa,"(21.581806, 109.538606)",21.581806,109.538606,"('Guangdong Sheng', 'Zhanjiang Shi')",Zhanjiang Shi,Guangdong Sheng
88,6609,——,Phyllis,海南省三亚市亚龙湾度假区,1966年8月1日,8级，20m/s，998hPa,8级，18m/s，998hPa,"(18.233291, 109.65313)",18.233291,109.65313,"('Hainan Sheng', 'Sanya Shi')",Sanya Shi,Hainan Sheng
89,6611,——,Tess,福建省福州市连江县苔菉镇,1966年8月17日,14级，45m/s，973hPa,11级，30m/s，975hPa,"(26.353358, 119.936046)",26.353358,119.936046,"('Fujian Sheng', 'Fuzhou Shi')",Fuzhou Shi,Fujian Sheng
90,6612,——,Winnie,辽宁省大连市庄河市大郑镇,1966年8月26日,12级，35m/s，973hPa,7级，15m/s，1000hPa,"(39.637913, 122.811793)",39.637913,122.811793,"('Liaoning Sheng', 'Dalian Shi')",Dalian Shi,Liaoning Sheng
91,6614,——,Alice,福建省福州市罗源县碧里镇,1966年9月3日,17级，60m/s，937hPa,14级，45m/s，965hPa,"(26.463646, 119.71768)",26.463646,119.71768,"('Fujian Sheng', 'Fuzhou Shi')",Fuzhou Shi,Fujian Sheng
92,6615,——,Cora,福建省宁德市霞浦县牙城镇,1966年9月7日,17+级，65m/s，918hPa,12级，35m/s，978hPa,"(26.981883, 120.195352)",26.981883,120.195352,"('Fujian Sheng', 'Ningde Shi')",Ningde Shi,Fujian Sheng
93,6617,——,Elsie,台湾省屏东县佳冬乡,1966年9月16日,16级，55m/s，943hPa,12级，35m/s，976hPa,"(22.4128689, 120.5566969)",22.4128689,120.5566969,"('Fujian Sheng', 'Ningde Shi')",Ningde Shi,Fujian Sheng
94,6702,——,Anita,广东省揭阳市惠来县仙庵镇,1967年6月30日,14级，45m/s，975hPa,12级，35m/s，975hPa,"(23.057998, 116.506552)",23.057998,116.506552,"('Guangdong Sheng', 'Jieyang Shi')",Jieyang Shi,Guangdong Sheng
95,6704,——,Clara,台湾省花莲县新城乡,1967年7月11日,15级，50m/s，962hPa,12级，35m/s，975hPa,"(24.0548042, 121.6111949)",24.0548042,121.6111949,"('Guangdong Sheng', 'Jieyang Shi')",Jieyang Shi,Guangdong Sheng
96,6704,——,Clara,福建省福州市连江县筱埕镇,1967年7月12日,15级，50m/s，962hPa,8级，20m/s，994hPa,"(26.291738, 119.794168)",26.291738,119.794168,"('Fujian Sheng', 'Fuzhou Shi')",Fuzhou Shi,Fujian Sheng
97,6705,——,Dot,山东省威海市乳山市海阳所镇,1967年7月29日,12级，35m/s，976hPa,10级，25m/s，990hPa,"(36.813372, 121.620148)",36.813372,121.620148,"('Shandong Sheng', 'Weihai Shi')",Weihai Shi,Shandong Sheng
98,6705,——,Dot,辽宁省大连市旅顺口区龙头镇,1967年7月29日,12级，35m/s，976hPa,10级，25m/s，993hPa,"(38.869478, 121.316487)",38.869478,121.316487,"('Liaoning Sheng', 'Dalian Shi')",Dalian Shi,Liaoning Sheng
99,6706,——,Fran,广东省湛江市吴川市王村港镇,1967年8月3日,12级，35m/s，970hPa,11级，30m/s，972hPa,"(21.43287, 110.94614)",21.43287,110.94614,"('Guangdong Sheng', 'Zhanjiang Shi')",Zhanjiang Shi,Guangdong Sheng
100,6710,——,Iris,广东省阳江市阳西县溪头镇,1967年8月16日,10级，25m/s，990hPa,7级，15m/s，992hPa,"(21.653075, 111.757796)",21.653075,111.757796,"('Guangdong Sheng', 'Yangjiang Shi')",Yangjiang Shi,Guangdong Sheng
101,6711,——,Kate,广东省江门市台山市都斛镇,1967年8月21日,12级，35m/s，982hPa,10级，25m/s，980hPa,"(22.060491, 112.943307)",22.060491,112.943307,"('Guangdong Sheng', 'Jiangmen Shi')",Jiangmen Shi,Guangdong Sheng
102,6714,——,Nora,台湾省花莲县新城乡,1967年8月29日,12级，35m/s，982hPa,12级，35m/s，982hPa,"(24.0548042, 121.6111949)",24.0548042,121.6111949,"('Guangdong Sheng', 'Jiangmen Shi')",Jiangmen Shi,Guangdong Sheng
103,6714,——,Nora,福建省漳州市漳浦县赤湖镇,1967年8月30日,12级，35m/s，982hPa,8级，18m/s，992hPa,"(24.112267, 117.87614)",24.112267,117.87614,"('Fujian Sheng', 'Zhangzhou Shi')",Zhangzhou Shi,Fujian Sheng
104,6715,——,Patsy,海南省琼海市博鳌镇,1967年9月5日,10级，25m/s，995hPa,8级，20m/s，990hPa,"(19.159714, 110.586606)",19.159714,110.586606,"('Hainan Sheng', 'Qionghai Shi')",Qionghai Shi,Hainan Sheng
105,6718,——,Carla,广东省湛江市徐闻县前山镇,1967年10月19日,17+级，80m/s，900hPa,10级，25m/s，994hPa,"(20.420322, 110.460412)",20.420322,110.460412,"('Guangdong Sheng', 'Zhanjiang Shi')",Zhanjiang Shi,Guangdong Sheng
106,6720,——,Emma,广东省湛江市麻章区东简镇,1967年11月7日,17+级，65m/s，912hPa,11级，30m/s，980hPa,"(21.014285, 110.497438)",21.014285,110.497438,"('Guangdong Sheng', 'Zhanjiang Shi')",Zhanjiang Shi,Guangdong Sheng
107,6721,——,Gilda,台湾省花莲县丰滨乡,1967年11月18日,17+级，70m/s，907hPa,13级，38m/s，975hPa,"(23.5851901, 121.5027404)",23.5851901,121.5027404,"('Guangdong Sheng', 'Zhanjiang Shi')",Zhanjiang Shi,Guangdong Sheng
108,6803,——,Nadine,台湾省屏东县满州乡,1968年7月25日,12级，35m/s，972hPa,12级，35m/s，974hPa,"(22.04385, 120.8384093)",22.04385,120.8384093,"('Guangdong Sheng', 'Zhanjiang Shi')",Zhanjiang Shi,Guangdong Sheng
