,CMA Number,Chinese Name,English Name,Landing Location,Landing Time,Peak Strength,Landing Strength,coordinate,lat,lon,area,city,prinvince
109,6803,——,Nadine,台湾省台南市安南区,1968年7月28日,12级，35m/s，972hPa,8级，20m/s，990hPa,"(23.0585336, 120.1358346)",23.0585336,120.1358346,"('Guangdong Sheng', 'Zhanjiang Shi')",Zhanjiang Shi,Guangdong Sheng
110,6806,——,Rose,海南省万宁市和乐镇,1968年8月12日,12级，35m/s，970hPa,12级，33m/s，970hPa,"(18.903521, 110.477641)",18.903521,110.477641,"('Hainan Sheng', 'Wanning Shi')",Wanning Shi,Hainan Sheng
111,6808,——,Shirley,香港特别行政区,1968年8月21日,13级，40m/s，963hPa,12级，35m/s，965hPa,"(36.778261, -119.4179324)",36.778261,-119.4179324,"('Hainan Sheng', 'Wanning Shi')",Wanning Shi,Hainan Sheng
112,6808,——,Shirley,广东省广州市南沙区新垦镇,1968年8月21日,13级，40m/s，963hPa,10级，25m/s，971hPa,"(22.640628, 113.611205)",22.640628,113.611205,"('Guangdong Sheng', 'Guangzhou Shi')",Guangzhou Shi,Guangdong Sheng
113,6810,——,Bess,海南省文昌市东郊镇,1968年9月10日,12级，35m/s，965hPa,5级，10m/s，1000hPa,"(19.573201, 110.851831)",19.573201,110.851831,"('Hainan Sheng', 'Wenchang Shi')",Wenchang Shi,Hainan Sheng
114,6811,——,Wendy,广东省湛江市麻章区东简镇,1968年9月8日,17+级，70m/s，918hPa,12级，35m/s，972hPa,"(21.014285, 110.497438)",21.014285,110.497438,"('Guangdong Sheng', 'Zhanjiang Shi')",Zhanjiang Shi,Guangdong Sheng
115,6814,——,Elaine,广东省揭阳市惠来县神泉镇,1968年10月1日,17+级，75m/s，910hPa,10级，25m/s，992hPa,"(22.966533, 116.322932)",22.966533,116.322932,"('Guangdong Sheng', 'Jieyang Shi')",Jieyang Shi,Guangdong Sheng
116,6903,——,Viola,广东省揭阳市惠来县前占公社,1969年7月28日,17+级，75m/s，896hPa,15级，53m/s，936hPa,"(23.033266, 116.29515)",23.033266,116.29515,"('Guangdong Sheng', 'Jieyang Shi')",Jieyang Shi,Guangdong Sheng
117,6906,——,Betty,福建省福州市连江县官坂镇,1969年8月8日,13级，40m/s，963hPa,12级，35m/s，970hPa,"(26.308284, 119.677154)",26.308284,119.677154,"('Fujian Sheng', 'Fuzhou Shi')",Fuzhou Shi,Fujian Sheng
118,6910,——,——,台湾省台东县台东市,1969年9月14日,8级，20m/s，992hPa,8级，20m/s，994hPa,"(22.7613207, 121.1438152)",22.7613207,121.1438152,"('Fujian Sheng', 'Fuzhou Shi')",Fuzhou Shi,Fujian Sheng
119,6911,——,Elsie,台湾省花莲县丰滨乡,1969年9月26日,17+级，85m/s，888hPa,14级，45m/s，931hPa,"(23.5851901, 121.5027404)",23.5851901,121.5027404,"('Fujian Sheng', 'Fuzhou Shi')",Fuzhou Shi,Fujian Sheng
120,6911,——,Elsie,福建省泉州市晋江市金井镇,1969年9月27日,17+级，85m/s，888hPa,11级，30m/s，965hPa,"(24.567958, 118.595804)",24.567958,118.595804,"('Fujian Sheng', 'Quanzhou Shi')",Quanzhou Shi,Fujian Sheng
121,7003,——,Ruby,广东省惠州市惠东县平海镇,1970年7月16日,10级，25m/s，984hPa,9级，23m/s，990hPa,"(22.617149, 114.872626)",22.617149,114.872626,"('Guangdong Sheng', 'Huizhou Shi')",Huizhou Shi,Guangdong Sheng
122,7004,——,——,广东省深圳市龙岗区大鹏半岛,1970年8月3日,10级，25m/s，990hPa,8级，20m/s，993hPa,"(22.5505556, 114.4913889)",22.5505556,114.4913889,"('Guangdong Sheng', 'Huizhou Shi')",Huizhou Shi,Guangdong Sheng
123,7005,——,Violet,广东省江门市台山市川岛镇,1970年8月9日,8级，20m/s，990hPa,8级，18m/s，998hPa,"(21.848204, 112.692376)",21.848204,112.692376,"('Guangdong Sheng', 'Jiangmen Shi')",Jiangmen Shi,Guangdong Sheng
124,7010,——,Fran,台湾省新北市金山区,1970年9月6日,11级，30m/s，976hPa,11级，30m/s，982hPa,"(25.2223616, 121.6367773)",25.2223616,121.6367773,"('Guangdong Sheng', 'Jiangmen Shi')",Jiangmen Shi,Guangdong Sheng
125,7010,——,Fran,福建省莆田市秀屿区平海镇,1970年9月7日,11级，30m/s，976hPa,8级，18m/s，990hPa,"(25.186103, 119.270782)",25.186103,119.270782,"('Fujian Sheng', 'Putian Shi')",Putian Shi,Fujian Sheng
126,7011,——,Georgia,广东省汕尾市海丰县小漠镇,1970年9月14日,17+级，65m/s，904hPa,11级，30m/s，976hPa,"(22.774983, 115.0384)",22.774983,115.0384,"('Guangdong Sheng', 'Shanwei Shi')",Shanwei Shi,Guangdong Sheng
127,7013,——,Joan,海南省文昌市会文镇,1970年10月17日,17+级，75m/s，901hPa,15级，50m/s，965hPa,"(19.462573, 110.731756)",19.462573,110.731756,"('Hainan Sheng', 'Wenchang Shi')",Wenchang Shi,Hainan Sheng
128,7013,——,Joan,广东省湛江市徐闻县海安镇,1970年10月17日,17+级，75m/s，901hPa,10级，25m/s，984hPa,"(20.270686, 110.225767)",20.270686,110.225767,"('Guangdong Sheng', 'Zhanjiang Shi')",Zhanjiang Shi,Guangdong Sheng
129,7102,——,Wanda,海南省乐东黎族自治县利国镇,1971年5月3日,12级，35m/s，976hPa,7级，15m/s，998hPa,"(18.472095, 108.897225)",18.472095,108.897225,"('Hainan Sheng', 'Ledong Lizuzizhixian')",Ledong Lizuzizhixian,Hainan Sheng
130,7106,——,Dinah,海南省万宁市和乐镇,1971年5月28日,13级，40m/s，965hPa,10级，28m/s，992hPa,"(18.903521, 110.477641)",18.903521,110.477641,"('Hainan Sheng', 'Wanning Shi')",Wanning Shi,Hainan Sheng
131,7106,——,Dinah,广西省防城港市港口区光坡镇,1971年5月30日,13级，40m/s，965hPa,10级，25m/s，996hPa,"(21.652153, 108.491047)",21.652153,108.491047,"('Hainan Sheng', 'Wanning Shi')",Wanning Shi,Hainan Sheng
132,7108,——,Freda,广东省珠海市香洲区唐家湾镇,1971年6月17日,12级，35m/s，978hPa,11级，30m/s，980hPa,"(22.380425, 113.540091)",22.380425,113.540091,"('Guangdong Sheng', 'Zhuhai Shi')",Zhuhai Shi,Guangdong Sheng
133,7109,——,Gilda,海南省文昌市东郊镇,1971年6月27日,14级，45m/s，968hPa,13级，40m/s，968hPa,"(19.573201, 110.851831)",19.573201,110.851831,"('Hainan Sheng', 'Wenchang Shi')",Wenchang Shi,Hainan Sheng
134,7109,——,Gilda,广东省湛江市徐闻县海安镇,1971年6月27日,14级，45m/s，968hPa,13级，40m/s，972hPa,"(20.270686, 110.225767)",20.270686,110.225767,"('Guangdong Sheng', 'Zhanjiang Shi')",Zhanjiang Shi,Guangdong Sheng
135,7109,——,Gilda,广西省北海市铁山港区营盘镇,1971年6月28日,14级，45m/s，968hPa,13级，38m/s，975hPa,"(21.457885, 109.449201)",21.457885,109.449201,"('Guangdong Sheng', 'Zhanjiang Shi')",Zhanjiang Shi,Guangdong Sheng
136,7113,——,Jeanne,海南省三亚市林旺镇,1971年7月17日,16级，55m/s，968hPa,11级，30m/s，982hPa,"(18.304513, 109.702812)",18.304513,109.702812,"('Hainan Sheng', 'Sanya Shi')",Sanya Shi,Hainan Sheng
137,7114,——,Lucy,广东省深圳市龙岗区大鹏半岛,1971年7月22日,17级，60m/s，912hPa,12级，35m/s，968hPa,"(22.5505556, 114.4913889)",22.5505556,114.4913889,"('Hainan Sheng', 'Sanya Shi')",Sanya Shi,Hainan Sheng
138,7115,——,Nadine,台湾省台东县台东市,1971年7月25日,17+级，70m/s，896hPa,14级，45m/s，950hPa,"(22.7613207, 121.1438152)",22.7613207,121.1438152,"('Hainan Sheng', 'Sanya Shi')",Sanya Shi,Hainan Sheng
139,7115,——,Nadine,福建省泉州市晋江市金井镇,1971年7月26日,17+级，70m/s，896hPa,11级，30m/s，975hPa,"(24.567958, 118.595804)",24.567958,118.595804,"('Fujian Sheng', 'Quanzhou Shi')",Quanzhou Shi,Fujian Sheng
140,7118,——,Rose,广东省珠海市香洲区唐家湾镇,1971年8月16日,17级，60m/s，959hPa,12级，35m/s，982hPa,"(22.380425, 113.540091)",22.380425,113.540091,"('Guangdong Sheng', 'Zhuhai Shi')",Zhuhai Shi,Guangdong Sheng
141,7122,——,Agnes,台湾省花莲县丰滨乡,1971年9月18日,13级，40m/s，976hPa,13级，40m/s，976hPa,"(23.5851901, 121.5027404)",23.5851901,121.5027404,"('Guangdong Sheng', 'Zhuhai Shi')",Zhuhai Shi,Guangdong Sheng
142,7122,——,Agnes,福建省泉州市晋江市龙湖镇,1971年9月19日,13级，40m/s，976hPa,8级，20m/s，994hPa,"(24.673164, 118.628643)",24.673164,118.628643,"('Fujian Sheng', 'Quanzhou Shi')",Quanzhou Shi,Fujian Sheng
143,7123,——,Bess,台湾省宜兰县五结乡,1971年9月22日,17+级，65m/s，905hPa,14级，45m/s，945hPa,"(24.6887633, 121.8050125)",24.6887633,121.8050125,"('Fujian Sheng', 'Quanzhou Shi')",Quanzhou Shi,Fujian Sheng
144,7123,——,Bess,福建省福州市长乐市梅花镇,1971年9月23日,17+级，65m/s，905hPa,12级，35m/s，965hPa,"(26.011237, 119.678324)",26.011237,119.678324,"('Fujian Sheng', 'Fuzhou Shi')",Fuzhou Shi,Fujian Sheng
145,7125,——,Della,海南省万宁市山根镇,1971年9月29日,12级，35m/s，970hPa,12级，33m/s，975hPa,"(18.967334, 110.486591)",18.967334,110.486591,"('Hainan Sheng', 'Wanning Shi')",Wanning Shi,Hainan Sheng
146,7126,——,Elaine,海南省三亚市亚龙湾度假区,1971年10月8日,17级，60m/s，960hPa,14级，45m/s，975hPa,"(18.232458, 109.649782)",18.232458,109.649782,"('Hainan Sheng', 'Sanya Shi')",Sanya Shi,Hainan Sheng
147,7202,——,Ora,广东省茂名市电白区龙山镇,1972年6月27日,13级，40m/s，981hPa,10级，25m/s，994hPa,"(21.478897, 111.161896)",21.478897,111.161896,"('Guangdong Sheng', 'Maoming Shi')",Maoming Shi,Guangdong Sheng
148,7203,——,Rita,山东省威海市荣成市石岛镇,1972年7月26日,17+级，65m/s，911hPa,11级，30m/s，970hPa,"(36.932433, 122.395294)",36.932433,122.395294,"('Shandong Sheng', 'Weihai Shi')",Weihai Shi,Shandong Sheng
149,7203,——,Rita,天津市滨海新区塘沽区,1972年7月27日,17+级，65m/s，911hPa,7级，15m/s，980hPa,"(39.02816869999999, 117.6613196)",39.02816869999999,117.6613196,"('Shandong Sheng', 'Weihai Shi')",Weihai Shi,Shandong Sheng
150,7204,——,Susan,福建省泉州市惠安县小岞镇,1972年7月15日,14级，45m/s，980hPa,7级，15m/s，990hPa,"(24.953059, 118.994741)",24.953059,118.994741,"('Fujian Sheng', 'Quanzhou Shi')",Quanzhou Shi,Fujian Sheng
151,7207,——,Winnie,浙江省温州市苍南县金乡镇,1972年8月2日,11级，30m/s，990hPa,11级，30m/s，990hPa,"(27.429853, 120.602889)",27.429853,120.602889,"('Zhejiang Sheng', 'Wenzhou Shi')",Wenzhou Shi,Zhejiang Sheng
152,7209,——,Betty,浙江省温州市苍南县金乡镇,1972年8月17日,17级，60m/s，910hPa,14级，45m/s，955hPa,"(27.429853, 120.602889)",27.429853,120.602889,"('Zhejiang Sheng', 'Wenzhou Shi')",Wenzhou Shi,Zhejiang Sheng
153,7210,——,Cora,海南省文昌市昌洒镇,1972年8月28日,11级，30m/s，970hPa,11级，30m/s，970hPa,"(19.76179, 110.900498)",19.76179,110.900498,"('Hainan Sheng', 'Wenchang Shi')",Wenchang Shi,Hainan Sheng
154,7220,——,Pamela,海南省文昌市会文镇,1972年11月8日,15级，50m/s，940hPa,13级，40m/s，945hPa,"(19.462573, 110.731756)",19.462573,110.731756,"('Hainan Sheng', 'Wenchang Shi')",Wenchang Shi,Hainan Sheng
155,7220,——,Pamela,广东省茂名市滨海新区电城镇,1972年11月8日,15级，50m/s，940hPa,12级，35m/s，965hPa,"(21.515125, 111.29793)",21.515125,111.29793,"('Guangdong Sheng', 'Maoming Shi')",Maoming Shi,Guangdong Sheng
156,7301,——,Wilda,福建省漳州市龙海市隆教畲族乡,1973年7月3日,12级，35m/s，978hPa,12级，35m/s，978hPa,"(24.256424, 118.063418)",24.256424,118.063418,"('Fujian Sheng', 'Zhangzhou Shi')",Zhangzhou Shi,Fujian Sheng
157,7303,——,Billie,山东省烟台市海阳市留格庄镇,1973年7月19日,17+级，65m/s，920hPa,8级，20m/s，982hPa,"(36.784213, 121.315394)",36.784213,121.315394,"('Shandong Sheng', 'Yantai Shi')",Yantai Shi,Shandong Sheng
158,7303,——,Billie,辽宁省葫芦岛市兴城市曹庄镇,1973年7月19日,17+级，65m/s，920hPa,6级，12m/s，985hPa,"(40.58167, 120.666944)",40.58167,120.666944,"('Liaoning Sheng', 'Huludao Shi')",Huludao Shi,Liaoning Sheng
159,7304,——,Dot,广东省深圳市龙岗区大鹏半岛,1973年7月17日,12级，35m/s，975hPa,11级，30m/s，978hPa,"(22.5505556, 114.4913889)",22.5505556,114.4913889,"('Liaoning Sheng', 'Huludao Shi')",Huludao Shi,Liaoning Sheng
160,7307,——,Georgia,广东省茂名市茂港区南海镇,1973年8月12日,12级，35m/s，960hPa,12级，33m/s，968hPa,"(21.458251, 111.054202)",21.458251,111.054202,"('Guangdong Sheng', 'Maoming Shi')",Maoming Shi,Guangdong Sheng
161,7310,——,Joan,广东省湛江市徐闻县新寮镇,1973年8月21日,11级，30m/s，980hPa,7级，15m/s，995hPa,"(20.618063, 110.448201)",20.618063,110.448201,"('Guangdong Sheng', 'Zhanjiang Shi')",Zhanjiang Shi,Guangdong Sheng
162,7311,——,Kate,海南省文昌市龙楼镇,1973年8月25日,11级，30m/s，970hPa,11级，30m/s，970hPa,"(19.653286, 110.968604)",19.653286,110.968604,"('Hainan Sheng', 'Wenchang Shi')",Wenchang Shi,Hainan Sheng
163,7312,——,——,广东省茂名市电白县爵山镇,1973年8月30日,10级，25m/s，995hPa,6级，12m/s，1001hPa,"(21.492331, 111.345187)",21.492331,111.345187,"('Guangdong Sheng', 'Maoming Shi')",Maoming Shi,Guangdong Sheng
164,7313,——,Louise,广东省湛江市徐闻县新寮镇,1973年9月6日,13级，40m/s，974hPa,13级，40m/s，974hPa,"(20.618063, 110.448201)",20.618063,110.448201,"('Guangdong Sheng', 'Zhanjiang Shi')",Zhanjiang Shi,Guangdong Sheng
165,7314,——,Marge,海南省琼海市博鳌镇,1973年9月14日,17级，60m/s，925hPa,17级，60m/s，925hPa,"(19.159714, 110.586606)",19.159714,110.586606,"('Hainan Sheng', 'Qionghai Shi')",Qionghai Shi,Hainan Sheng
166,7315,——,Nora,福建省漳州市龙海市隆教畲族乡,1973年10月10日,17+级，70m/s，875hPa,11级，30m/s，982hPa,"(24.256424, 118.063418)",24.256424,118.063418,"('Fujian Sheng', 'Zhangzhou Shi')",Zhangzhou Shi,Fujian Sheng
167,7318,——,Ruth,海南省三亚市亚龙湾度假区,1973年10月18日,13级，40m/s，957hPa,12级，35m/s，973hPa,"(18.232458, 109.649782)",18.232458,109.649782,"('Hainan Sheng', 'Sanya Shi')",Sanya Shi,Hainan Sheng
168,CMA编号,中文名称,英文名称,登陆地点,登录时间,巅峰强度,登陆强度,"(36.778261, -119.4179324)",36.778261,-119.4179324,"('Hainan Sheng', 'Sanya Shi')",Sanya Shi,Hainan Sheng
169,4505,——,——,广东省江门市台山市赤溪镇,1945年7月7日,10级，25m/s，985hPa,8级，20m/s，994hPa,"(21.975801, 112.899795)",21.975801,112.899795,"('Guangdong Sheng', 'Jiangmen Shi')",Jiangmen Shi,Guangdong Sheng
170,4510,——,——,广东省湛江市吴川市振文镇,1945年8月10日,13级，41m/s，960hPa,8级，20m/s，994hPa,"(21.422245, 110.709912)",21.422245,110.709912,"('Guangdong Sheng', 'Zhanjiang Shi')",Zhanjiang Shi,Guangdong Sheng
171,4515,——,——,广东省惠州市惠阳区澳头镇,1945年8月25日,12级，35m/s，970hPa,12级，35m/s，970hPa,"(22.729788, 114.533781)",22.729788,114.533781,"('Guangdong Sheng', 'Huizhou Shi')",Huizhou Shi,Guangdong Sheng
172,4516,——,——,台湾省花莲县新城乡,1945年9月2日,16级，53m/s，940hPa,14级，42m/s，955hPa,"(24.0548042, 121.6111949)",24.0548042,121.6111949,"('Guangdong Sheng', 'Huizhou Shi')",Huizhou Shi,Guangdong Sheng
173,4516,——,——,福建省福州市马尾区琅岐镇,1945年9月3日,16级，53m/s，940hPa,10级，25m/s，985hPa,"(26.08539, 119.583599)",26.08539,119.583599,"('Fujian Sheng', 'Fuzhou Shi')",Fuzhou Shi,Fujian Sheng
174,4517,——,——,台湾省台东县东河乡,1945年9月10日,14级，46m/s，948hPa,12级，35m/s，970hPa,"(23.0691722, 121.2855249)",23.0691722,121.2855249,"('Fujian Sheng', 'Fuzhou Shi')",Fuzhou Shi,Fujian Sheng
175,4517,——,——,福建省福州市福清市东瀚镇,1945年9月11日,14级，46m/s，948hPa,10级，28m/s，982hPa,"(25.43389, 119.607001)",25.43389,119.607001,"('Fujian Sheng', 'Fuzhou Shi')",Fuzhou Shi,Fujian Sheng
176,4519,——,——,海南省万宁市和乐镇,1945年9月21日,10级，25m/s，985hPa,10级，25m/s，985hPa,"(18.903521, 110.477641)",18.903521,110.477641,"('Hainan Sheng', 'Wanning Shi')",Wanning Shi,Hainan Sheng
177,4603,——,——,浙江省台州市温岭市石塘镇,1946年6月23日,16级，56m/s，935hPa,12级，35m/s，970hPa,"(28.278539, 121.606196)",28.278539,121.606196,"('Zhejiang Sheng', 'Taizhou Shi')",Taizhou Shi,Zhejiang Sheng
178,4606,——,Lngrid,香港特别行政区,1946年7月18日,17级，61m/s，920hPa,14级，43m/s，958hPa,"(36.778261, -119.4179324)",36.778261,-119.4179324,"('Zhejiang Sheng', 'Taizhou Shi')",Taizhou Shi,Zhejiang Sheng
179,4606,——,Lngrid,广东省珠海市香洲区南屏镇,1946年7月18日,17级，61m/s，920hPa,14级，43m/s，958hPa,"(22.219098, 113.509772)",22.219098,113.509772,"('Guangdong Sheng', 'Zhuhai Shi')",Zhuhai Shi,Guangdong Sheng
180,4610,——,——,广东省江门市台山市汶村镇,1946年9月12日,14级，46m/s，953hPa,14级，46m/s，953hPa,"(21.857424, 112.492654)",21.857424,112.492654,"('Guangdong Sheng', 'Jiangmen Shi')",Jiangmen Shi,Guangdong Sheng
181,4612,——,——,台湾省屏东县满州乡,1946年9月25日,17级，61m/s，920hPa,14级，43m/s，958hPa,"(22.04385, 120.8384093)",22.04385,120.8384093,"('Guangdong Sheng', 'Jiangmen Shi')",Jiangmen Shi,Guangdong Sheng
182,4705,——,——,海南省陵水黎族自治县黎安镇,1947年7月18日,7级，17m/s，997hPa,7级，15m/s，998hPa,"(18.437315, 110.069641)",18.437315,110.069641,"('Hainan Sheng', 'Lingshui Lizuzizhixian')",Lingshui Lizuzizhixian,Hainan Sheng
183,4708,——,Opal,广东省阳江市阳西县沙扒镇,1947年8月13日,12级，35m/s，970hPa,10级，28m/s，985hPa,"(21.519181, 111.463919)",21.519181,111.463919,"('Guangdong Sheng', 'Yangjiang Shi')",Yangjiang Shi,Guangdong Sheng
184,4709,——,——,台湾省花莲县吉安乡,1947年8月29日,16级，51m/s，945hPa,13级，41m/s，960hPa,"('23.83', 111.463919)",23.83,111.463919,"('Guangdong Sheng', 'Yangjiang Shi')",Yangjiang Shi,Guangdong Sheng
185,4709,——,——,福建省宁德市霞浦县下浒镇,1947年8月29日,16级，51m/s，945hPa,12级，35m/s，970hPa,"(26.611258, 119.95511)",26.611258,119.95511,"('Fujian Sheng', 'Ningde Shi')",Ningde Shi,Fujian Sheng
186,4713,——,——,广东省湛江市坡头区南三镇,1947年9月25日,13级，38m/s，965hPa,7级，15m/s，998hPa,"(21.150907, 110.552974)",21.150907,110.552974,"('Guangdong Sheng', 'Zhanjiang Shi')",Zhanjiang Shi,Guangdong Sheng
187,4714,——,——,台湾省台东县大武乡,1947年10月1日,14级，46m/s，948hPa,13级，38m/s，965hPa,"(22.4141954, 120.907304)",22.4141954,120.907304,"('Guangdong Sheng', 'Zhanjiang Shi')",Zhanjiang Shi,Guangdong Sheng
188,4714,——,——,福建省漳州市漳浦县赤湖镇,1947年10月2日,14级，46m/s，948hPa,6级，12m/s，1002hPa,"(24.112267, 117.87614)",24.112267,117.87614,"('Fujian Sheng', 'Zhangzhou Shi')",Zhangzhou Shi,Fujian Sheng
189,4716,——,——,广东省汕尾市陆丰市东海镇,1947年10月7日,16级，51m/s，945hPa,11级，30m/s，980hPa,"(22.941303, 115.640373)",22.941303,115.640373,"('Guangdong Sheng', 'Shanwei Shi')",Shanwei Shi,Guangdong Sheng
190,4805,——,——,广东省阳江市阳东区新洲镇,1948年6月10日,8级，20m/s，994hPa,7级，17m/s，996hPa,"(21.859793, 112.288595)",21.859793,112.288595,"('Guangdong Sheng', 'Yangjiang Shi')",Yangjiang Shi,Guangdong Sheng
191,4806,——,——,台湾省台北县贡寮乡,1948年7月5日,14级，46m/s，948hPa,14级，43m/s，958hPa,"(25.0168762, 121.9459786)",25.0168762,121.9459786,"('Guangdong Sheng', 'Yangjiang Shi')",Yangjiang Shi,Guangdong Sheng
192,4806,——,——,浙江省台州市玉环县干江镇,1948年7月6日,14级，46m/s，948hPa,14级，43m/s，953hPa,"(28.165293, 121.35142)",28.165293,121.35142,"('Zhejiang Sheng', 'Taizhou Shi')",Taizhou Shi,Zhejiang Sheng
193,4806,——,——,上海市浦东新区南汇新城镇,1948年7月6日,14级，46m/s，948hPa,13级，40m/s，965hPa,"(30.898021, 121.919667)",30.898021,121.919667,"(""'formatted_address': '200A Shengang Ave"", ""'types': ['postal_code']}]"")",'types': ['postal_code']}],'formatted_address': '200A Shengang Ave
194,4807,——,——,广东省惠州市惠阳区澳头镇,1948年7月27日,12级，35m/s，970hPa,8级，20m/s，992hPa,"(22.729788, 114.533781)",22.729788,114.533781,"('Guangdong Sheng', 'Huizhou Shi')",Huizhou Shi,Guangdong Sheng
195,4811,——,——,海南省琼海市博鳌镇,1948年8月21日,10级，25m/s，985hPa,10级，25m/s，985hPa,"(19.159714, 110.586606)",19.159714,110.586606,"('Hainan Sheng', 'Qionghai Shi')",Qionghai Shi,Hainan Sheng
