,CMA Number,Chinese Name,English Name,Landing Location,Landing Time,Peak Strength,Landing Strength,coordinate,lat,lon
482,908,莫拉克,Morakot,福建省宁德市霞浦县北壁乡,2009年8月9日,13级，40m/s，950hPa,12级，33m/s，975hPa,"(26.558655, 119.86142)",26.558655,119.86142
483,913,彩虹,Mujigae,海南省文昌市龙楼镇,2009年9月11日,8级，20m/s，992hPa,8级，20m/s，992hPa,"(19.653286, 110.968604)",19.653286,110.968604
484,915,巨爵,Koppu,广东省江门市台山市北陡镇,2009年9月15日,13级，40m/s，960hPa,13级，38m/s，965hPa,"(21.873356, 112.404217)",21.873356,112.404217
485,917,芭玛,Parma,海南省万宁市龙滚镇,2009年10月12日,16级，55m/s，935hPa,9级，23m/s，992hPa,"(19.058665, 110.519209)",19.058665,110.519209
486,1002,康森,Conson,海南省三亚市亚龙湾度假区,2010年7月16日,12级，35m/s，970hPa,12级，35m/s，970hPa,"(18.233291, 109.65313)",18.233291,109.65313
487,1003,灿都,Chanthu,广东省湛江市吴川市吴阳镇,2010年7月22日,12级，35m/s，970hPa,12级，35m/s，970hPa,"(21.347075, 110.692104)",21.347075,110.692104
488,1006,狮子山,Lionrock,福建省漳州市漳浦县古雷镇,2010年9月2日,10级，28m/s，985hPa,9级，23m/s，990hPa,"(23.83067, 117.62253)",23.83067,117.62253
489,1008,南川,Namtheun,福建省泉州市惠安县崇武镇,2010年8月31日,8级，18m/s，995hPa,8级，18m/s，996hPa,"(24.893163, 118.918008)",24.893163,118.918008
490,1010,莫兰蒂,Meranti,福建省泉州市石狮市永宁镇,2010年9月10日,12级，35m/s，970hPa,12级，35m/s，970hPa,"(24.683926, 118.701552)",24.683926,118.701552
491,1011,凡亚比,Fanapi,台湾省花莲县丰滨乡,2010年9月19日,16级，52m/s，935hPa,14级，45m/s，950hPa,"(23.5851901, 121.5027404)",23.5851901,121.5027404
492,1011,凡亚比,Fanapi,福建省漳州市漳浦县古雷镇,2010年9月20日,16级，52m/s，935hPa,12级，33m/s，975hPa,"(23.83067, 117.62253)",23.83067,117.62253
493,1013,鲇鱼,Megi,福建省漳州市漳浦县六鳌镇,2010年10月23日,17+级，72m/s，895hPa,12级，33m/s，975hPa,"(23.934173, 117.750935)",23.934173,117.750935
494,1103,莎莉嘉,Sarika,广东省汕头市澄海区坝头镇,2011年6月11日,8级，20m/s，995hPa,8级，18m/s，996hPa,"(23.437029, 116.832296)",23.437029,116.832296
495,1104,海马,Haima,广东省阳江市阳西县沙扒镇,2011年6月23日,8级，20m/s，986hPa,8级，20m/s，990hPa,"(21.519181, 111.463919)",21.519181,111.463919
496,1104,海马,Haima,广东省湛江市吴川市吴阳镇,2011年6月23日,8级，20m/s，986hPa,8级，20m/s，986hPa,"(21.347075, 110.692104)",21.347075,110.692104
497,1105,米雷,Meari,山东省威海市荣成市成山镇,2011年6月26日,11级，30m/s，975hPa,9级，23m/s，982hPa,"(37.36338900000001, 122.552273)",37.36338900000001,122.552273
498,1108,洛坦,Nock-ten,海南省文昌市龙楼镇,2011年7月29日,10级，28m/s，980hPa,10级，28m/s，980hPa,"(19.653286, 110.968604)",19.653286,110.968604
499,1111,南玛都,Nanmadol,台湾省台东县大武乡,2011年8月29日,17级，60m/s，925hPa,12级，33m/s，975hPa,"(22.4141954, 120.907304)",22.4141954,120.907304
500,1111,南玛都,Nanmadol,福建省泉州市晋江市陈埭镇,2011年8月31日,17级，60m/s，925hPa,8级，18m/s，996hPa,"(24.822034, 118.601596)",24.822034,118.601596
501,1117,纳沙,Nesat,海南省文昌市翁田镇,2011年9月29日,14级，45m/s，950hPa,13级，40m/s，960hPa,"(19.931473, 110.880179)",19.931473,110.880179
502,1117,纳沙,Nesat,广东省湛江市徐闻县角尾乡,2011年9月29日,14级，45m/s，950hPa,12级，35m/s，970hPa,"(20.259977, 109.95774)",20.259977,109.95774
503,1119,尼格,Nalgae,海南省万宁市东澳镇,2011年10月4日,15级，50m/s，940hPa,10级，25m/s，990hPa,"(18.714928, 110.401814)",18.714928,110.401814
504,1206,杜苏芮,Doksuri,广东省珠海市金湾区南水镇,2012年6月30日,9级，23m/s，985hPa,9级，23m/s，985hPa,"(22.026732, 113.241148)",22.026732,113.241148
505,1208,韦森特,Vicente,广东省江门市台山市赤溪镇,2012年7月24日,14级，45m/s，960hPa,13级，40m/s，965hPa,"(21.975801, 112.899795)",21.975801,112.899795
506,1209,苏拉,Saola,台湾省花莲县秀林乡,2012年8月2日,13级，40m/s，960hPa,12级，35m/s，970hPa,"(24.2258575, 121.5370003)",24.2258575,121.5370003
507,1209,苏拉,Saola,台湾省新北市贡寮区,2012年8月2日,13级，40m/s，960hPa,12级，33m/s，975hPa,"(25.0168762, 121.9459786)",25.0168762,121.9459786
508,1209,苏拉,Saola,宁德市福鼎市秦屿镇,2012年8月3日,13级，40m/s，960hPa,10级，25m/s，985hPa,"(27.099617, 120.251573)",27.099617,120.251573
509,1210,达维,Damrey,江苏省盐城市响水县陈家港镇,2012年8月2日,13级，40m/s，960hPa,12级，35m/s，970hPa,"(34.373828, 119.81678)",34.373828,119.81678
510,1211,海葵,Haikui,浙江省宁波市象山县鹤浦镇,2012年8月8日,14级，45m/s，960hPa,14级，42m/s，965hPa,"(29.149335, 121.898362)",29.149335,121.898362
511,1213,启德,Kai-tak,广东省湛江市麻章区东简镇,2012年8月17日,13级，38m/s，968hPa,13级，38m/s，968hPa,"(21.014285, 110.497438)",21.014285,110.497438
512,1214,天秤,Tembin,台湾省屏东县牡丹乡,2012年8月24日,15级，48m/s，945hPa,14级，45m/s，945hPa,"(22.1520217, 120.7809676)",22.1520217,120.7809676
513,1305,贝碧嘉,Bebinca,海南省琼海市潭门镇,2013年6月22日,9级，23m/s，984hPa,9级，23m/s，988hPa,"(19.24169, 110.61694)",19.24169,110.61694
514,1306,温比亚,Rumbia,广东省湛江市麻章区民安镇,2013年7月2日,11级，30m/s，970hPa,11级，30m/s，970hPa,"(21.012268, 110.325344)",21.012268,110.325344
515,1307,苏力,Soulik,台湾新北—台湾宜兰,2013年7月13日,16级，55m/s，935hPa,14级，42m/s，950hPa,"(24.7021073, 121.7377502)",24.7021073,121.7377502
516,1307,苏力,Soulik,福建省福州市连江县晓澳镇,2013年7月13日,16级，55m/s，935hPa,11级，30m/s，980hPa,"(26.237832, 119.657351)",26.237832,119.657351
517,1308,西马仑,Cimaron,福建省漳州市漳浦县前亭镇,2013年7月18日,9级，23m/s，990hPa,9级，23m/s，995hPa,"(24.235692, 117.965091)",24.235692,117.965091
518,1309,飞燕,Chebi,海南省文昌市东郊镇,2013年8月2日,11级，30m/s，980hPa,11级，30m/s，980hPa,"(19.573201, 110.851831)",19.573201,110.851831
519,1311,尤特,Utor,广东省阳江市江城区海陵镇,2013年8月14日,17级，60m/s，925hPa,14级，42m/s，955hPa,"(21.629912, 111.943369)",21.629912,111.943369
520,1312,潭美,Trami,福建省福州市福清市海口镇,2013年8月22日,12级，35m/s，956hPa,12级，35m/s，960hPa,"(25.697232, 119.465393)",25.697232,119.465393
521,1319,天兔,Usagi,广东省汕尾市捷胜镇沿海地区,2013年9月22日,17级，60m/s，915hPa,14级，45m/s，930hPa,"(22.716736, 115.454192)",22.716736,115.454192
522,1323,菲特,Fitow,福建省宁德市福鼎市沙埕镇,2013年10月7日,14级，45m/s，945hPa,14级，42m/s，955hPa,"(27.16051, 120.4204)",27.16051,120.4204
523,1407,海贝思,Hagibis,广东省汕头市濠江区河浦镇,2014年6月15日,9级，23m/s，986hPa,9级，23m/s，986hPa,"(23.286079, 116.726972)",23.286079,116.726972
524,1409,威马逊,Rammasun,海南省文昌市翁田镇,2014年7月18日,17+级，72m/s，888hPa,17+级，70m/s，890hPa,"(19.931473, 110.880179)",19.931473,110.880179
525,1409,威马逊,Rammasun,广东省湛江市徐闻县龙塘镇,2014年7月18日,17+级，72m/s，888hPa,17+级，62m/s，910hPa,"(20.315512, 110.325581)",20.315512,110.325581
526,1409,威马逊,Rammasun,广西省防城港市港口区光坡镇,2014年7月19日,17+级，72m/s，888hPa,15级，50m/s，945hPa,"(21.652153, 108.491047)",21.652153,108.491047
527,1410,麦德姆,Matmo,台湾省台东县长滨乡,2014年7月23日,14级，42m/s，955hPa,14级，42m/s，955hPa,"(23.3451824, 121.43419)",23.3451824,121.43419
528,1410,麦德姆,Matmo,福建省福州市福清市高山镇,2014年7月23日,14级，42m/s，955hPa,11级，30m/s，980hPa,"(25.474188, 119.563267)",25.474188,119.563267
529,1410,麦德姆,Matmo,山东省威海市荣成市虎山镇,2014年7月25日,14级，42m/s，955hPa,8级，20m/s，993hPa,"(36.956746, 122.240281)",36.956746,122.240281
530,1415,海鸥,Kalmaegi,海南省文昌市翁田镇,2014年9月16日,14级，42m/s，960hPa,14级，42m/s，960hPa,"(19.931473, 110.880179)",19.931473,110.880179
531,1415,海鸥,Kalmaegi,广东省湛江市徐闻县海安镇,2014年9月16日,14级，42m/s，960hPa,14级，42m/s，960hPa,"(20.270686, 110.225767)",20.270686,110.225767
532,1416,凤凰,Fung-wong,台湾省屏东县恒春镇,2014年9月21日,10级，28m/s，982hPa,10级，28m/s，982hPa,"(22.0008528, 120.7438234)",22.0008528,120.7438234
533,1416,凤凰,Fung-wong,台湾省新北市贡寮区,2014年9月21日,10级，28m/s，982hPa,10级，25m/s，985hPa,"(25.0168762, 121.9459786)",25.0168762,121.9459786
534,1416,凤凰,Fung-wong,浙江省宁波市象山县鹤浦镇,2014年9月22日,10级，28m/s，982hPa,10级，25m/s，985hPa,"(29.149335, 121.898362)",29.149335,121.898362
535,1416,凤凰,Fung-wong,上海市奉贤区海湾镇,2014年9月23日,10级，28m/s，982hPa,8级，20m/s，995hPa,"(30.857286, 121.567409)",30.857286,121.567409
536,1508,鲸鱼,Kujira,海南省万宁市和乐镇,2015年6月22日,10级，25m/s，982hPa,10级，25m/s，982hPa,"(18.903521, 110.477641)",18.903521,110.477641
537,1510,莲花,Linfa,广东省汕尾市陆丰市甲东镇,2015年7月9日,14级，42m/s，955hPa,14级，42m/s，955hPa,"(22.876766, 116.101101)",22.876766,116.101101
538,1513,苏迪罗,Soudelor,台湾省花莲县秀林乡,2015年8月8日,17+级，68m/s，905hPa,14级，45m/s，950hPa,"(24.2258575, 121.5370003)",24.2258575,121.5370003
539,1513,苏迪罗,Soudelor,福建省莆田市秀屿区山亭镇,2015年8月8日,17+级，68m/s，905hPa,11级，30m/s，980hPa,"(25.15792, 119.12335)",25.15792,119.12335
540,1521,杜鹃,Dujuan,台湾省宜兰县南澳乡,2015年9月28日,17级，58m/s，930hPa,15级，48m/s，945hPa,"(24.4065995, 121.6739371)",24.4065995,121.6739371
541,1521,杜鹃,Dujuan,福建省莆田市秀屿区山亭镇,2015年9月29日,17级，58m/s，930hPa,11级，30m/s，982hPa,"(25.15792, 119.12335)",25.15792,119.12335
542,1522,彩虹,Mujigae,广东省湛江市坡头区南三镇,2015年10月4日,16级，52m/s，935hPa,16级，52m/s，935hPa,"(21.150907, 110.552974)",21.150907,110.552974
